timestep,episode,episode_reward,episode_length,wall_time,critic_loss,actor_loss,alpha_loss,alpha
1000,0,-305.893,1000,0.08,,,,
2000,1,-135.047,1000,0.16,,,,
3000,2,-271.398,1000,0.24,,,,
4000,3,-250.702,1000,0.31,,,,
5000,4,-228.709,1000,0.78,19.737988,-2.280945,8.418136,0.9999
6000,5,-240.519,1000,16.8,12.800833,-13.036116,9.499922,0.906537
7000,6,-270.726,1000,32.38,6.540541,-25.773587,8.570953,0.824846
8000,7,-163.064,1000,46.39,5.218059,-36.603021,7.845711,0.751682
9000,8,-222.25,1000,62.83,5.876379,-45.802272,7.101335,0.686131
10000,9,-218.274,1000,78.71,6.110447,-53.213077,6.435733,0.626756
11000,10,-270.949,1000,101.34,6.176998,-58.929964,5.859952,0.572583
12000,11,-211.148,1000,116.97,6.283697,-63.377804,5.335956,0.523136
13000,12,-251.332,1000,141.32,6.041334,-66.513416,4.872249,0.477895
14000,13,-159.056,1000,180.49,5.836051,-68.604817,4.446934,0.436558
15000,14,-109.144,1000,219.72,5.502366,-69.884731,4.05448,0.39882
16000,15,-149.946,1000,259.26,5.189569,-70.519137,3.692461,0.364382
17000,16,-74.128,1000,298.97,4.943285,-70.607719,3.358133,0.332953
18000,17,-260.515,1000,338.11,4.823492,-70.123624,3.055774,0.304247
19000,18,-339.088,1000,377.18,4.581959,-69.18528,2.783937,0.277994
20000,19,-253.489,1000,416.03,4.434595,-67.843971,2.535222,0.254006
21000,20,-227.031,1000,471.75,4.219384,-66.219409,2.30671,0.232104
22000,21,-246.45,1000,502.04,4.038763,-64.355566,2.097187,0.212102
23000,22,-284.275,1000,516.35,3.79538,-62.250084,1.906307,0.193834
24000,23,-276.88,1000,530.44,3.602667,-60.067156,1.73126,0.177154
25000,24,-230.185,1000,544.01,3.458829,-57.785949,1.569442,0.16193
26000,25,-241.371,1000,557.53,3.292919,-55.3855,1.424791,0.148012
27000,26,-246.158,1000,571.67,3.13665,-52.900762,1.295621,0.135276
28000,27,-235.684,1000,585.64,2.976785,-50.431806,1.170824,0.123678
29000,28,-152.978,1000,599.56,2.862163,-47.982552,1.059202,0.113081
30000,29,-122.1,1000,613.96,2.762194,-45.61957,0.956819,0.103405
31000,30,-243.651,1000,633.73,2.662542,-43.255234,0.867029,0.094543
32000,31,-78.304,1000,648.07,2.543114,-40.867814,0.782094,0.086461
33000,32,-229.326,1000,662.04,2.464241,-38.633145,0.706453,0.079072
34000,33,-218.894,1000,676.55,2.395479,-36.315054,0.639579,0.072308
35000,34,-260.608,1000,690.3,2.307452,-33.967618,0.575355,0.066142
36000,35,-80.005,1000,704.74,2.23098,-31.739193,0.519148,0.060496
37000,36,-73.699,1000,718.75,2.167302,-29.769829,0.466247,0.05535
38000,37,-80.475,1000,733.14,2.119329,-27.787718,0.420484,0.050635
39000,38,-147.379,1000,747.28,2.048808,-25.879786,0.376799,0.046338
40000,39,-56.171,1000,761.03,2.007849,-24.022639,0.336601,0.042421
41000,40,-61.89,1000,781.99,1.963577,-22.319377,0.302211,0.038827
42000,41,-100.813,1000,795.88,1.917606,-20.706813,0.2704,0.035542
43000,42,-41.924,1000,809.67,1.898219,-19.137906,0.241948,0.032538
44000,43,-56.959,1000,827.78,1.872715,-17.690295,0.215622,0.029797
45000,44,-71.98,1000,869.83,1.868368,-16.312785,0.192224,0.027289
46000,45,-33.739,1000,899.7,1.845404,-15.029553,0.171517,0.024992
47000,46,-12.117,1000,913.86,1.821726,-13.847009,0.151684,0.022903
48000,47,72.964,1000,928.39,1.836236,-12.739843,0.13344,0.020997
49000,48,55.309,1000,943.06,1.844851,-11.714766,0.116965,0.019261
50000,49,543.285,1000,957.89,1.917534,-10.947562,0.101557,0.017684
51000,50,262.15,1000,979.91,1.989289,-10.339697,0.08614,0.016266
52000,51,588.563,1000,994.87,2.041229,-9.844227,0.071649,0.014993
