timestep,episode,episode_reward,episode_length,wall_time,critic_loss,actor_loss
1000,0,-154.983,1000,0.09,,
2000,1,-305.983,1000,0.17,,
3000,2,-223.061,1000,0.26,,
4000,3,-303.107,1000,0.34,,
5000,4,-231.318,1000,0.42,,
6000,5,-210.809,1000,0.5,,
7000,6,-257.639,1000,0.57,,
8000,7,-422.769,1000,0.66,,
9000,8,-279.587,1000,0.74,,
10000,9,-203.451,1000,0.83,,
11000,10,-377.009,1000,5.66,,
12000,11,-514.397,1000,5.74,,
13000,12,-184.199,1000,5.84,,
14000,13,-319.202,1000,5.91,,
15000,14,-379.504,1000,5.99,,
16000,15,-312.701,1000,6.06,,
17000,16,-359.733,1000,6.14,,
18000,17,-308.37,1000,6.22,,
19000,18,-387.443,1000,6.32,,
20000,19,-230.871,1000,6.39,,
21000,20,-363.847,1000,11.17,,
22000,21,-403.538,1000,11.25,,
23000,22,-299.113,1000,11.32,,
24000,23,-263.791,1000,11.4,,
25000,24,-295.229,1000,11.66,1.561284,
26000,25,-456.11,1000,18.6,0.463076,-0.526817
27000,26,-512.322,1000,25.4,0.55818,-0.774973
28000,27,-516.485,1000,32.18,0.807428,-1.119471
29000,28,-489.314,1000,39.52,1.138046,-1.346749
30000,29,-477.316,1000,46.48,1.435958,-1.872146
31000,30,-339.523,1000,59.03,1.670777,-2.762614
32000,31,-390.584,1000,66.12,1.819139,-3.806236
33000,32,-294.668,1000,74.09,1.916548,-4.896972
34000,33,-379.57,1000,82.09,2.081693,-5.989763
35000,34,-536.86,1000,90.49,2.164035,-7.207827
36000,35,-801.151,1000,97.89,2.343405,-8.256595
37000,36,-259.535,1000,104.55,2.750079,-8.96259
38000,37,420.544,1000,111.36,2.942842,-9.571712
39000,38,1244.452,1000,118.08,3.042103,-10.465327
40000,39,433.512,1000,124.69,3.212961,-11.621806
41000,40,1365.766,1000,136.11,3.400192,-12.562567
42000,41,1697.673,1000,143.16,3.475111,-13.906776
43000,42,895.704,1000,150.36,3.744126,-15.427311
44000,43,1432.982,1000,157.02,4.004033,-16.808973
45000,44,1629.247,1000,163.35,4.254302,-18.519426
46000,45,2250.405,1000,169.85,4.630739,-20.377764
47000,46,2176.127,1000,176.41,5.009089,-22.761112
48000,47,2574.187,1000,182.94,5.364259,-25.388383
49000,48,2577.032,1000,189.53,5.770072,-28.127946
50000,49,2828.532,1000,196.2,6.235319,-31.162114
51000,50,2734.033,1000,207.35,6.759367,-34.188302
52000,51,2546.735,1000,214.27,7.289182,-37.358994
53000,52,2765.215,1000,221.1,7.677526,-40.696942
54000,53,2812.261,1000,227.58,8.144553,-43.846997
55000,54,3049.128,1000,234.06,8.642348,-47.358966
56000,55,3003.217,1000,240.83,9.00468,-50.903112
57000,56,2795.741,1000,247.59,9.334788,-54.358666
58000,57,2925.217,1000,254.18,9.717803,-57.576916
59000,58,3238.671,1000,260.74,10.105997,-60.968178
60000,59,3150.624,1000,267.41,10.622505,-64.759796
61000,60,3095.877,1000,279.43,11.023838,-68.214849
62000,61,3277.776,1000,286.74,11.646653,-71.8044
63000,62,3154.464,1000,293.98,12.021196,-75.341559
64000,63,3244.76,1000,301.28,12.426038,-79.00551
65000,64,3620.005,1000,308.68,12.505708,-82.416366
66000,65,3381.351,1000,316.71,12.760905,-86.134535
67000,66,3484.732,1000,324.31,12.879223,-89.917998
68000,67,3396.252,1000,332.31,13.132031,-93.736791
69000,68,3630.199,1000,339.28,13.335325,-97.12885
70000,69,3299.631,1000,345.9,13.734345,-101.157262
71000,70,3224.532,1000,356.94,14.262583,-104.535223
72000,71,3121.559,1000,363.33,14.824928,-108.128917
73000,72,142.548,1000,369.99,15.301751,-110.600644
74000,73,3721.017,1000,376.81,15.65706,-112.919908
75000,74,3589.626,1000,383.62,16.239634,-115.782196
76000,75,3752.432,1000,390.51,16.909509,-119.022952
77000,76,3986.722,1000,397.22,17.048165,-122.425424
78000,77,1923.359,1000,404.06,17.693013,-125.385095
79000,78,4038.293,1000,410.87,18.273542,-128.155509
80000,79,4180.475,1000,417.8,18.529103,-131.65418
81000,80,4406.808,1000,430.59,18.776176,-135.117991
82000,81,4234.093,1000,437.1,19.219819,-138.042972
83000,82,4208.021,1000,444.35,19.32754,-141.222466
84000,83,4332.334,1000,451.33,19.517841,-144.676482
85000,84,4041.237,1000,458.15,20.280975,-148.283061
86000,85,1603.91,1000,464.83,20.675272,-151.320929
87000,86,745.314,1000,471.37,20.990543,-152.376505
88000,87,4243.344,1000,477.77,21.899917,-154.545514
89000,88,4315.56,1000,484.57,22.684208,-157.919134
90000,89,2260.252,1000,491.68,23.297921,-160.803897
91000,90,4204.422,1000,502.98,23.836181,-163.457547
92000,91,4288.483,1000,509.69,24.177486,-165.93242
93000,92,4398.928,1000,516.52,25.547506,-169.119714
94000,93,4421.313,1000,522.99,24.879103,-172.413176
95000,94,4414.421,1000,529.68,25.50603,-175.454543
