timestep,episode,episode_reward,episode_length,wall_time,policy_loss,value_loss,entropy,approx_kl
1000,0,-35.329,1000,2.25,,,,
2000,1,-32.759,1000,3.74,,,,
3000,2,-30.28,1000,7.86,,,,
4000,3,-21.51,1000,9.53,,,,
5000,4,-19.932,1000,13.57,,,,
6000,5,-21.181,1000,15.21,,,,
7000,6,-24.081,1000,19.33,,,,
8000,7,-26.482,1000,21.01,,,,
9000,8,-15.901,1000,24.73,,,,
10000,9,-21.365,1000,26.44,,,,
11000,10,-21.261,1000,37.03,,,,
12000,11,-22.324,1000,38.73,,,,
13000,12,-26.304,1000,42.62,,,,
14000,13,-25.222,1000,44.34,,,,
15000,14,-23.525,1000,48.33,,,,
16000,15,-17.175,1000,50.03,,,,
17000,16,-23.146,1000,54.5,,,,
18000,17,-30.833,1000,56.21,,,,
19000,18,-20.822,1000,64.79,,,,
20000,19,-30.879,1000,70.64,,,,
21000,20,-22.365,1000,109.24,,,,
22000,21,-18.252,1000,115.26,,,,
23000,22,-19.776,1000,126.27,,,,
24000,23,-21.642,1000,131.23,,,,
25000,24,-18.874,1000,143.28,,,,
26000,25,-25.142,1000,148.61,,,,
27000,26,-14.631,1000,154.2,,,,
28000,27,-17.396,1000,155.85,,,,
29000,28,-17.652,1000,159.84,,,,
30000,29,-23.076,1000,161.5,,,,
31000,30,-21.679,1000,172.54,,,,
32000,31,-16.504,1000,174.21,,,,
33000,32,-21.855,1000,177.86,,,,
34000,33,-15.987,1000,179.58,,,,
35000,34,-21.479,1000,183.39,,,,
36000,35,-25.924,1000,185.1,,,,
37000,36,-17.85,1000,189.21,,,,
38000,37,-15.604,1000,191.04,,,,
39000,38,-24.933,1000,195.17,,,,
40000,39,-25.306,1000,196.97,,,,
41000,40,-15.149,1000,208.68,,,,
42000,41,-23.288,1000,210.46,,,,
43000,42,-22.94,1000,212.26,,,,
44000,43,-23.368,1000,216.74,,,,
45000,44,-20.968,1000,218.6,,,,
46000,45,-16.732,1000,222.67,,,,
47000,46,-18.802,1000,224.53,,,,
48000,47,-14.205,1000,228.69,,,,
49000,48,-26.675,1000,230.61,,,,
50000,49,-16.484,1000,234.52,,,,
51000,50,-19.717,1000,243.89,,,,
52000,51,-27.205,1000,247.85,,,,
53000,52,-21.338,1000,249.58,,,,
54000,53,-27.136,1000,253.53,,,,
55000,54,-21.508,1000,255.47,,,,
56000,55,-21.112,1000,260.68,,,,
57000,56,-17.131,1000,262.35,,,,
58000,57,-19.452,1000,266.34,,,,
59000,58,-22.871,1000,268.01,,,,
60000,59,-9.515,1000,271.99,,,,
61000,60,-21.026,1000,280.82,,,,
62000,61,-16.64,1000,284.44,,,,
63000,62,-20.861,1000,286.09,,,,
64000,63,-18.774,1000,289.55,,,,
65000,64,-16.939,1000,291.21,,,,
66000,65,-21.529,1000,294.93,,,,
67000,66,-22.252,1000,296.6,,,,
68000,67,-7.836,1000,300.13,,,,
69000,68,-17.476,1000,301.8,,,,
70000,69,-17.295,1000,305.23,,,,
71000,70,-22.655,1000,314.37,,,,
72000,71,-16.47,1000,318.39,,,,
73000,72,-19.379,1000,320.18,,,,
74000,73,-22.233,1000,324.18,,,,
75000,74,-14.876,1000,325.95,,,,
76000,75,-13.777,1000,330.29,,,,
77000,76,-10.704,1000,332.26,,,,
78000,77,-15.583,1000,336.15,,,,
79000,78,-17.898,1000,337.84,,,,
80000,79,-9.323,1000,341.61,,,,
81000,80,-14.585,1000,350.51,,,,
82000,81,-11.612,1000,354.33,,,,
83000,82,-9.784,1000,356.05,,,,
84000,83,-17.9,1000,359.73,,,,
85000,84,-13.353,1000,361.43,,,,
86000,85,-14.789,1000,363.21,,,,
87000,86,-20.493,1000,366.88,,,,
88000,87,-14.391,1000,368.56,,,,
89000,88,-10.041,1000,372.33,,,,
90000,89,-11.76,1000,374.03,,,,
91000,90,-10.179,1000,385.39,,,,
92000,91,-13.578,1000,387.09,,,,
93000,92,-17.256,1000,390.89,,,,
94000,93,-16.226,1000,392.6,,,,
95000,94,-9.711,1000,396.65,,,,
96000,95,-7.837,1000,398.46,,,,
97000,96,-9.393,1000,402.45,,,,
98000,97,-11.31,1000,404.17,,,,
99000,98,-18.914,1000,408.3,,,,
100000,99,-9.914,1000,410.15,,,,
101000,100,-6.989,1000,421.81,,,,
102000,101,-7.986,1000,423.62,,,,
103000,102,-18.252,1000,427.82,,,,
104000,103,-11.577,1000,429.61,,,,
105000,104,-10.414,1000,433.79,,,,
106000,105,-6.164,1000,435.6,,,,
107000,106,-9.08,1000,439.58,,,,
108000,107,-12.693,1000,441.31,,,,
109000,108,-11.463,1000,445.46,,,,
110000,109,-7.503,1000,447.1,,,,
111000,110,-3.967,1000,458.18,,,,
112000,111,-10.744,1000,459.83,,,,
113000,112,-17.166,1000,463.96,,,,
114000,113,-7.48,1000,465.63,,,,
115000,114,-13.295,1000,469.88,,,,
116000,115,-1.856,1000,471.56,,,,
117000,116,-6.832,1000,475.05,,,,
118000,117,-9.149,1000,476.71,,,,
119000,118,-15.301,1000,480.18,,,,
120000,119,-7.421,1000,481.83,,,,
121000,120,-3.942,1000,492.55,,,,
122000,121,2.003,1000,494.24,,,,
123000,122,-7.029,1000,497.98,,,,
124000,123,-4.379,1000,499.62,,,,
125000,124,-2.403,1000,503.42,,,,
126000,125,-3.17,1000,505.1,,,,
127000,126,-2.891,1000,508.96,,,,
128000,127,-8.607,1000,510.63,,,,
129000,128,-8.404,1000,512.3,,,,
130000,129,0.186,1000,516.25,,,,
131000,130,0.586,1000,524.7,,,,
132000,131,-10.226,1000,528.52,,,,
133000,132,-6.364,1000,530.18,,,,
134000,133,2.548,1000,534.35,,,,
135000,134,-6.034,1000,536.45,,,,
136000,135,-1.217,1000,540.83,,,,
137000,136,-0.745,1000,542.79,,,,
138000,137,-3.759,1000,547.2,,,,
139000,138,-6.238,1000,549.23,,,,
140000,139,-6.237,1000,553.59,,,,
141000,140,-6.182,1000,564.99,,,,
142000,141,-9.042,1000,569.98,,,,
143000,142,-14.077,1000,572.27,,,,
144000,143,-4.364,1000,577.2,,,,
145000,144,-6.681,1000,579.74,,,,
146000,145,0.867,1000,584.87,,,,
147000,146,-2.567,1000,587.14,,,,
148000,147,1.021,1000,591.72,,,,
149000,148,5.586,1000,593.41,,,,
150000,149,1.409,1000,597.08,,,,
151000,150,-2.489,1000,606.06,,,,
152000,151,5.557,1000,609.79,,,,
153000,152,1.368,1000,611.48,,,,
154000,153,0.739,1000,615.36,,,,
155000,154,2.06,1000,617.07,,,,
156000,155,2.399,1000,620.6,,,,
157000,156,2.306,1000,622.27,,,,
158000,157,7.461,1000,625.82,,,,
159000,158,-5.773,1000,627.47,,,,
160000,159,7.025,1000,631.47,,,,
161000,160,2.855,1000,640.31,,,,
162000,161,0.408,1000,644.37,,,,
163000,162,1.363,1000,646.05,,,,
164000,163,3.12,1000,650.11,,,,
165000,164,4.217,1000,651.78,,,,
166000,165,0.777,1000,655.76,,,,
167000,166,8.382,1000,657.46,,,,
168000,167,4.526,1000,661.25,,,,
169000,168,9.829,1000,662.94,,,,
170000,169,7.037,1000,666.48,,,,
171000,170,8.925,1000,675.24,,,,
172000,171,2.807,1000,676.98,,,,
173000,172,3.482,1000,680.5,,,,
174000,173,7.816,1000,682.21,,,,
175000,174,7.831,1000,685.87,,,,
176000,175,-4.864,1000,687.56,,,,
177000,176,6.113,1000,691.36,,,,
178000,177,7.366,1000,693.05,,,,
179000,178,3.926,1000,696.93,,,,
180000,179,12.821,1000,698.62,,,,
181000,180,4.998,1000,709.43,,,,
182000,181,-0.24,1000,711.13,,,,
183000,182,6.416,1000,715.1,,,,
184000,183,0.397,1000,716.8,,,,
185000,184,7.025,1000,720.75,,,,
186000,185,7.919,1000,722.45,,,,
187000,186,0.681,1000,726.01,,,,
188000,187,7.157,1000,727.71,,,,
189000,188,2.783,1000,731.27,,,,
190000,189,9.071,1000,732.96,,,,
191000,190,-10.868,1000,743.86,,,,
192000,191,7.068,1000,745.56,,,,
193000,192,10.264,1000,749.32,,,,
194000,193,5.059,1000,751.05,,,,
195000,194,2.787,1000,754.62,,,,
196000,195,13.357,1000,756.35,,,,
197000,196,12.341,1000,760.12,,,,
198000,197,10.362,1000,761.82,,,,
199000,198,9.718,1000,765.67,,,,
200000,199,14.992,1000,767.39,,,,
201000,200,10.722,1000,780.11,,,,
202000,201,1.203,1000,782.26,,,,
203000,202,10.013,1000,786.93,,,,
204000,203,5.857,1000,788.99,,,,
205000,204,11.516,1000,793.57,,,,
206000,205,12.578,1000,795.72,,,,
207000,206,10.479,1000,800.11,,,,
208000,207,7.341,1000,801.91,,,,
209000,208,13.65,1000,806.59,,,,
210000,209,12.375,1000,808.41,,,,
211000,210,6.227,1000,820.9,,,,
212000,211,13.848,1000,822.92,,,,
213000,212,13.12,1000,827.68,,,,
214000,213,10.324,1000,829.65,,,,
215000,214,11.607,1000,831.41,,,,
216000,215,10.011,1000,835.38,,,,
217000,216,9.467,1000,837.08,,,,
218000,217,6.593,1000,840.86,,,,
219000,218,11.248,1000,842.56,,,,
220000,219,9.97,1000,846.15,,,,
221000,220,12.178,1000,854.84,,,,
222000,221,13.279,1000,858.52,,,,
223000,222,12.689,1000,860.22,,,,
224000,223,9.596,1000,864.19,,,,
225000,224,8.155,1000,865.88,,,,
226000,225,8.656,1000,869.91,,,,
227000,226,11.513,1000,871.58,,,,
228000,227,11.663,1000,875.49,,,,
229000,228,7.662,1000,877.18,,,,
230000,229,10.805,1000,881.08,,,,
231000,230,9.871,1000,889.82,,,,
232000,231,12.864,1000,894.45,,,,
233000,232,10.367,1000,896.9,,,,
234000,233,14.937,1000,901.88,,,,
235000,234,10.341,1000,904.27,,,,
236000,235,10.763,1000,909.28,,,,
237000,236,11.926,1000,911.73,,,,
238000,237,13.901,1000,916.66,,,,
239000,238,9.04,1000,919.07,,,,
240000,239,10.183,1000,924.09,,,,
241000,240,14.286,1000,937.02,,,,
242000,241,14.206,1000,941.65,,,,
243000,242,15.794,1000,943.76,,,,
244000,243,11.416,1000,948.72,,,,
245000,244,6.023,1000,950.87,,,,
246000,245,8.884,1000,954.37,,,,
247000,246,11.551,1000,955.99,,,,
248000,247,13.492,1000,959.87,,,,
249000,248,12.866,1000,961.53,,,,
250000,249,14.414,1000,965.46,,,,
251000,250,18.56,1000,974.17,,,,
252000,251,10.707,1000,978.05,,,,
253000,252,13.829,1000,979.72,,,,
254000,253,11.209,1000,983.72,,,,
255000,254,15.717,1000,985.36,,,,
256000,255,10.977,1000,987.02,,,,
257000,256,14.238,1000,990.96,,,,
258000,257,14.219,1000,992.62,,,,
259000,258,12.2,1000,996.06,,,,
260000,259,12.665,1000,997.73,,,,
261000,260,3.321,1000,1009.1,,,,
262000,261,11.126,1000,1010.85,,,,
263000,262,14.411,1000,1014.75,,,,
264000,263,8.879,1000,1016.47,,,,
265000,264,16.155,1000,1020.38,,,,
266000,265,15.712,1000,1022.06,,,,
267000,266,13.763,1000,1025.82,,,,
268000,267,16.703,1000,1027.47,,,,
269000,268,14.2,1000,1031.28,,,,
270000,269,13.563,1000,1032.96,,,,
271000,270,13.587,1000,1043.81,,,,
272000,271,9.646,1000,1045.5,,,,
273000,272,15.457,1000,1049.39,,,,
274000,273,15.1,1000,1051.06,,,,
275000,274,11.972,1000,1054.5,,,,
276000,275,14.634,1000,1056.13,,,,
277000,276,17.593,1000,1059.73,,,,
278000,277,14.363,1000,1061.41,,,,
279000,278,14.233,1000,1065.16,,,,
280000,279,15.807,1000,1066.83,,,,
281000,280,12.763,1000,1077.28,,,,
282000,281,14.082,1000,1078.97,,,,
283000,282,9.716,1000,1082.65,,,,
284000,283,12.826,1000,1084.35,,,,
285000,284,12.544,1000,1088.4,,,,
286000,285,14.219,1000,1090.09,,,,
287000,286,14.293,1000,1094.18,,,,
288000,287,13.635,1000,1095.86,,,,
289000,288,16.521,1000,1099.8,,,,
290000,289,18.423,1000,1101.5,,,,
291000,290,13.032,1000,1112.29,,,,
292000,291,13.165,1000,1113.99,,,,
293000,292,17.186,1000,1117.73,,,,
294000,293,12.803,1000,1119.43,,,,
295000,294,18.2,1000,1123.2,,,,
