timestep,episode,episode_reward,episode_length,wall_time,critic_loss,actor_loss,alpha_loss,alpha
1000,0,-295.752,1000,0.08,,,,
2000,1,-460.025,1000,0.15,,,,
3000,2,-298.407,1000,0.24,,,,
4000,3,-277.309,1000,0.32,,,,
5000,4,-179.152,1000,0.72,17.828632,-2.962327,8.768414,0.9997
6000,5,-327.373,1000,16.07,3.122104,-12.842677,8.677444,0.753833
7000,6,-239.419,1000,29.28,2.239081,-22.40982,6.654175,0.5836
8000,7,-216.37,1000,43.02,3.486214,-29.698182,5.08014,0.46048
9000,8,-259.985,1000,57.78,3.50146,-34.496248,3.97398,0.366071
10000,9,-257.804,1000,72.89,3.254083,-37.131703,3.116596,0.292574
11000,10,-250.969,1000,96.68,3.172685,-38.280854,2.420839,0.234996
12000,11,-164.951,1000,112.64,3.126706,-38.589621,1.87526,0.189394
13000,12,-217.813,1000,126.64,2.967458,-38.207868,1.448691,0.153035
14000,13,-210.532,1000,141.09,2.802066,-37.306457,1.113198,0.123962
15000,14,-230.456,1000,155.09,2.61054,-36.068044,0.852716,0.100611
16000,15,-239.406,1000,169.16,2.476275,-34.594538,0.655541,0.081705
17000,16,-387.046,1000,182.61,2.61257,-32.971797,0.505531,0.066327
18000,17,-214.199,1000,196.54,2.651521,-31.154363,0.400618,0.053616
19000,18,-158.038,1000,211.33,2.587873,-29.322446,0.306843,0.043471
20000,19,-12.701,1000,227.23,2.567919,-27.587919,0.23006,0.035431
21000,20,229.151,1000,246.26,2.597949,-26.125806,0.169514,0.029063
22000,21,156.718,1000,259.24,2.694871,-25.089286,0.121821,0.02402
23000,22,173.381,1000,273.53,2.598631,-23.980939,0.088338,0.019916
24000,23,555.573,1000,287.59,2.580172,-23.136845,0.061642,0.016653
25000,24,213.062,1000,301.44,2.600875,-22.547976,0.041987,0.01406
26000,25,843.565,1000,315.52,2.658259,-21.97057,0.028021,0.011982
27000,26,872.859,1000,328.75,2.787604,-22.077851,0.017396,0.010393
28000,27,606.977,1000,342.22,2.943198,-22.236919,0.007226,0.009518
29000,28,943.141,1000,355.17,3.191263,-22.516297,0.001163,0.009315
30000,29,761.513,1000,368.53,3.395676,-23.184838,-0.003047,0.010252
31000,30,477.417,1000,386.49,3.6929,-23.667322,-0.00254,0.011457
32000,31,1496.985,1000,400.45,4.020754,-24.382032,-0.002379,0.01294
33000,32,1811.464,1000,414.82,4.515076,-25.767163,-0.002427,0.014779
34000,33,1845.192,1000,429.81,4.830624,-27.729059,-0.002847,0.017101
35000,34,1947.788,1000,445.8,5.266361,-29.789653,-0.002364,0.019078
36000,35,2082.197,1000,462.76,5.698154,-32.377107,-0.003455,0.021926
