timestep,episode,episode_reward,episode_length,wall_time,policy_loss,value_loss,entropy,approx_kl
33,0,20.932,33,0.93,,,,
43,1,0.802,10,0.94,,,,
62,2,3.914,19,0.97,,,,
85,3,4.961,23,1.01,,,,
107,4,2.448,22,1.04,,,,
120,5,2.024,13,1.06,,,,
140,6,2.28,20,1.1,,,,
157,7,3.056,17,1.15,,,,
172,8,2.446,15,1.19,,,,
185,9,2.114,13,1.21,,,,
207,10,1.035,22,1.24,,,,
225,11,1.775,18,1.27,,,,
237,12,1.227,12,1.29,,,,
260,13,3.178,23,1.32,,,,
282,14,4.226,22,1.36,,,,
296,15,2.646,14,1.38,,,,
346,16,11.569,50,1.46,,,,
382,17,1.526,36,1.51,,,,
419,18,1.895,37,1.57,,,,
439,19,1.12,20,1.6,,,,
452,20,0.869,13,1.63,,,,
462,21,0.485,10,1.64,,,,
480,22,1.198,18,1.67,,,,
516,23,0.897,36,1.73,,,,
529,24,1.152,13,1.77,,,,
544,25,1.232,15,1.8,,,,
558,26,0.973,14,1.82,,,,
565,27,0.395,7,1.83,,,,
596,28,1.741,31,1.88,,,,
610,29,1.325,14,1.9,,,,
631,30,2.644,21,1.93,,,,
664,31,3.516,33,1.99,,,,
691,32,3.592,27,2.03,,,,
717,33,3.544,26,2.07,,,,
728,34,0.781,11,2.08,,,,
741,35,1.087,13,2.11,,,,
758,36,1.642,17,2.14,,,,
766,37,0.485,8,2.15,,,,
781,38,0.923,15,2.17,,,,
813,39,2.576,32,2.24,,,,
828,40,1.097,15,2.28,,,,
843,41,0.993,15,2.31,,,,
859,42,0.986,16,2.34,,,,
873,43,1.309,14,2.36,,,,
889,44,1.545,16,2.38,,,,
900,45,0.907,11,2.4,,,,
918,46,1.941,18,2.43,,,,
934,47,0.98,16,2.45,,,,
957,48,2.744,23,2.49,,,,
1008,49,3.552,51,2.57,,,,
1028,50,1.103,20,2.6,,,,
1050,51,2.045,22,2.63,,,,
1061,52,0.319,11,2.66,,,,
1085,53,2.144,24,2.72,,,,
1100,54,0.895,15,2.77,,,,
1123,55,1.521,23,2.81,,,,
1136,56,1.273,13,2.84,,,,
1149,57,1.029,13,2.86,,,,
1161,58,1.201,12,2.88,,,,
1176,59,1.285,15,2.9,,,,
1185,60,0.569,9,2.92,,,,
1221,61,3.622,36,2.97,,,,
1240,62,2.687,19,3.01,,,,
1256,63,1.309,16,3.04,,,,
1321,64,10.452,65,3.17,,,,
1331,65,0.736,10,3.19,,,,
1352,66,1.509,21,3.22,,,,
1386,67,1.321,34,3.28,,,,
1399,68,0.911,13,3.3,,,,
1411,69,0.62,12,3.33,,,,
1430,70,0.931,19,3.36,,,,
1440,71,0.617,10,3.37,,,,
1463,72,0.65,23,3.41,,,,
1477,73,0.94,14,3.43,,,,
1495,74,1.687,18,3.46,,,,
1509,75,0.974,14,3.48,,,,
1526,76,1.695,17,3.51,,,,
1554,77,1.299,28,3.55,,,,
1565,78,0.776,11,3.57,,,,
1580,79,1.18,15,3.6,,,,
1604,80,1.08,24,3.64,,,,
1617,81,0.763,13,3.67,,,,
1646,82,3.277,29,3.74,,,,
1674,83,0.511,28,3.79,,,,
1697,84,1.568,23,3.83,,,,
1723,85,1.794,26,3.87,,,,
1734,86,0.708,11,3.89,,,,
1744,87,0.655,10,3.91,,,,
1752,88,0.448,8,3.93,,,,
1767,89,0.914,15,3.95,,,,
1796,90,3.536,29,4.0,,,,
1804,91,0.484,8,4.01,,,,
