timestep,episode,episode_reward,episode_length,wall_time,critic_loss,actor_loss,alpha_loss,alpha
41,0,35.49,41,0.01,,,,
66,1,10.797,25,0.01,,,,
140,2,73.506,74,0.02,,,,
153,3,7.986,13,0.03,,,,
170,4,10.796,17,0.03,,,,
179,5,6.167,9,0.03,,,,
201,6,18.909,22,0.03,,,,
228,7,29.941,27,0.04,,,,
239,8,6.016,11,0.04,,,,
284,9,41.748,45,0.05,,,,
295,10,6.571,11,0.05,,,,
334,11,13.793,39,0.05,,,,
347,12,9.758,13,0.06,,,,
358,13,5.491,11,0.06,,,,
378,14,14.753,20,0.06,,,,
395,15,14.639,17,0.06,,,,
407,16,8.867,12,0.07,,,,
419,17,9.014,12,0.07,,,,
434,18,9.609,15,0.07,,,,
455,19,21.224,21,0.07,,,,
485,20,8.426,30,0.09,,,,
536,21,25.209,51,0.1,,,,
569,22,24.038,33,0.11,,,,
588,23,20.222,19,0.11,,,,
600,24,7.916,12,0.11,,,,
616,25,13.073,16,0.11,,,,
632,26,7.992,16,0.11,,,,
659,27,22.172,27,0.12,,,,
680,28,19.59,21,0.12,,,,
696,29,12.598,16,0.12,,,,
719,30,10.993,23,0.13,,,,
737,31,10.418,18,0.13,,,,
755,32,7.262,18,0.13,,,,
786,33,16.811,31,0.14,,,,
807,34,15.863,21,0.14,,,,
836,35,14.129,29,0.15,,,,
849,36,11.258,13,0.15,,,,
866,37,13.937,17,0.15,,,,
889,38,10.349,23,0.16,,,,
899,39,7.367,10,0.16,,,,
933,40,30.176,34,0.16,,,,
975,41,41.916,42,0.17,,,,
1017,42,21.171,42,0.18,,,,
1035,43,13.688,18,0.18,,,,
1054,44,17.418,19,0.18,,,,
1065,45,6.929,11,0.18,,,,
1076,46,7.133,11,0.19,,,,
1085,47,4.295,9,0.19,,,,
1100,48,13.085,15,0.19,,,,
1114,49,10.208,14,0.19,,,,
1123,50,5.361,9,0.19,,,,
1141,51,15.124,18,0.2,,,,
1162,52,21.755,21,0.2,,,,
1181,53,15.665,19,0.2,,,,
1228,54,70.948,47,0.21,,,,
1246,55,13.936,18,0.22,,,,
1260,56,11.764,14,0.22,,,,
1271,57,6.686,11,0.22,,,,
1284,58,10.559,13,0.22,,,,
1307,59,17.594,23,0.23,,,,
1317,60,5.566,10,0.23,,,,
1335,61,15.612,18,0.23,,,,
1353,62,9.685,18,0.24,,,,
1369,63,14.037,16,0.24,,,,
1390,64,18.146,21,0.24,,,,
1400,65,4.633,10,0.24,,,,
1420,66,14.818,20,0.25,,,,
1437,67,11.619,17,0.25,,,,
1474,68,22.791,37,0.26,,,,
1512,69,29.989,38,0.26,,,,
1534,70,14.603,22,0.27,,,,
1547,71,7.87,13,0.27,,,,
1555,72,5.288,8,0.27,,,,
1567,73,7.206,12,0.27,,,,
1586,74,19.154,19,0.28,,,,
1597,75,7.956,11,0.28,,,,
1635,76,35.892,38,0.28,,,,
1644,77,6.857,9,0.28,,,,
1656,78,10.569,12,0.29,,,,
1690,79,16.611,34,0.29,,,,
1717,80,10.021,27,0.3,,,,
1733,81,13.589,16,0.3,,,,
1749,82,12.25,16,0.3,,,,
1758,83,6.414,9,0.3,,,,
1813,84,83.236,55,0.31,,,,
1832,85,12.854,19,0.31,,,,
1846,86,11.7,14,0.32,,,,
1883,87,26.285,37,0.32,,,,
1897,88,9.181,14,0.33,,,,
1932,89,31.098,35,0.33,,,,
1965,90,17.357,33,0.34,,,,
1984,91,12.323,19,0.35,,,,
1998,92,12.855,14,0.35,,,,
2016,93,16.199,18,0.35,,,,
2035,94,10.188,19,0.36,,,,
2065,95,22.523,30,0.36,,,,
2094,96,18.584,29,0.37,,,,
2126,97,21.075,32,0.37,,,,
2143,98,12.182,17,0.38,,,,
2163,99,17.397,20,0.38,,,,
2189,100,29.958,26,0.39,,,,
2202,101,9.536,13,0.39,,,,
2242,102,54.97,40,0.4,,,,
2256,103,11.335,14,0.4,,,,
2281,104,12.106,25,0.4,,,,
2290,105,5.438,9,0.4,,,,
2304,106,6.94,14,0.41,,,,
2327,107,21.15,23,0.41,,,,
2346,108,12.137,19,0.41,,,,
2372,109,29.509,26,0.42,,,,
2386,110,7.982,14,0.42,,,,
2400,111,12.158,14,0.42,,,,
2413,112,5.058,13,0.43,,,,
2435,113,22.912,22,0.43,,,,
2466,114,37.286,31,0.43,,,,
2513,115,59.218,47,0.44,,,,
2530,116,8.691,17,0.44,,,,
2552,117,10.703,22,0.45,,,,
2583,118,31.68,31,0.45,,,,
2600,119,12.666,17,0.46,,,,
2613,120,11.213,13,0.46,,,,
2632,121,13.601,19,0.46,,,,
2656,122,11.515,24,0.46,,,,
2671,123,10.79,15,0.47,,,,
2689,124,19.672,18,0.47,,,,
2721,125,13.094,32,0.47,,,,
2734,126,7.355,13,0.48,,,,
