timestep,episode,episode_reward,episode_length,wall_time,critic_loss,actor_loss
1000,0,-328.617,1000,0.08,,
2000,1,-212.605,1000,0.16,,
3000,2,-176.083,1000,0.24,,
4000,3,-241.301,1000,0.31,,
5000,4,-366.94,1000,0.39,,
6000,5,-214.569,1000,0.47,,
7000,6,-230.414,1000,0.55,,
8000,7,-345.661,1000,0.63,,
9000,8,-195.784,1000,0.71,,
10000,9,-226.17,1000,0.79,,
11000,10,-299.058,1000,6.06,,
12000,11,-213.836,1000,6.16,,
13000,12,-253.108,1000,6.24,,
14000,13,-264.476,1000,6.32,,
15000,14,-201.489,1000,6.4,,
16000,15,-330.213,1000,6.49,,
17000,16,-270.366,1000,6.57,,
18000,17,-302.981,1000,6.64,,
19000,18,-270.362,1000,6.73,,
20000,19,-210.588,1000,6.81,,
21000,20,-388.245,1000,12.09,,
22000,21,-256.311,1000,12.17,,
23000,22,-205.09,1000,12.25,,
24000,23,-346.421,1000,12.33,,
25000,24,-290.393,1000,12.52,1.271134,
26000,25,-439.802,1000,19.6,0.744807,-0.051762
27000,26,-489.809,1000,26.5,0.841051,-0.107235
28000,27,-398.366,1000,33.36,0.942622,-0.125944
29000,28,-551.22,1000,40.19,1.103092,-0.615497
30000,29,-815.527,1000,47.83,1.24162,-0.702691
31000,30,-382.722,1000,60.46,1.489323,-0.280728
32000,31,-509.666,1000,67.74,1.723362,-0.148864
33000,32,-369.904,1000,75.38,1.951109,-0.273151
34000,33,-517.401,1000,82.7,2.036387,-0.62298
35000,34,-319.843,1000,90.01,2.101115,-0.863835
36000,35,-506.169,1000,97.35,2.157004,-1.159619
37000,36,-438.763,1000,104.6,2.180045,-1.475399
38000,37,-436.719,1000,111.11,2.275008,-1.612276
39000,38,-359.202,1000,117.94,2.307666,-1.742163
40000,39,-451.36,1000,124.3,2.387676,-1.810276
41000,40,-382.181,1000,136.62,2.351766,-1.716746
42000,41,-413.093,1000,143.93,2.49418,-1.695041
43000,42,-314.588,1000,151.48,2.51182,-1.481965
44000,43,-335.884,1000,158.89,2.646217,-1.316985
45000,44,-391.891,1000,167.02,2.6781,-1.067396
46000,45,-307.615,1000,175.26,2.6733,-0.729113
47000,46,-192.524,1000,182.93,2.693589,-0.378252
48000,47,-287.024,1000,191.07,2.748435,-0.232818
49000,48,-389.307,1000,198.21,2.835849,0.022577
50000,49,-256.006,1000,205.31,2.923879,0.140749
51000,50,236.97,1000,217.51,3.081061,0.122341
52000,51,345.322,1000,224.69,3.083905,0.013644
53000,52,974.165,1000,232.02,3.086033,-0.204667
54000,53,924.632,1000,238.9,3.113667,-0.625717
55000,54,770.085,1000,245.89,3.194153,-1.0638
56000,55,956.133,1000,252.94,3.270599,-1.541357
57000,56,1095.12,1000,260.54,3.352257,-2.060859
58000,57,1255.205,1000,267.89,3.457168,-2.855977
59000,58,1255.375,1000,275.15,3.540915,-3.69686
60000,59,1243.099,1000,282.38,3.671355,-4.638672
61000,60,1290.238,1000,296.75,3.808841,-5.547849
62000,61,1330.941,1000,304.31,3.918676,-6.435656
63000,62,1475.367,1000,311.8,4.005855,-7.621922
64000,63,1077.805,1000,318.73,4.186107,-8.663191
65000,64,1418.616,1000,325.53,4.421839,-9.701908
66000,65,150.181,1000,332.83,4.584854,-10.143415
67000,66,-30.495,1000,340.21,4.740565,-10.577993
68000,67,751.988,1000,347.43,4.887189,-11.243969
69000,68,204.539,1000,354.68,5.041579,-11.710384
70000,69,1953.705,1000,361.8,5.142802,-12.548933
71000,70,917.896,1000,374.16,5.377855,-13.770971
72000,71,560.249,1000,381.03,5.532346,-14.530674
73000,72,1792.806,1000,388.22,5.815181,-15.417708
74000,73,1997.618,1000,395.13,6.145579,-16.791308
75000,74,1073.595,1000,402.11,6.377494,-18.144473
76000,75,1564.234,1000,409.42,6.526751,-19.252828
77000,76,502.924,1000,417.15,6.784631,-20.163569
78000,77,95.803,1000,424.38,6.902453,-20.887343
79000,78,2170.939,1000,431.37,7.05016,-21.878595
80000,79,1969.749,1000,438.61,7.534254,-23.164148
81000,80,1771.95,1000,451.09,7.892095,-24.715235
82000,81,931.233,1000,458.08,8.107688,-26.101719
83000,82,502.477,1000,464.91,8.278774,-26.786979
84000,83,179.964,1000,471.75,8.345965,-27.60114
85000,84,2440.761,1000,478.06,8.565524,-28.392727
