timestep,episode,episode_reward,episode_length,wall_time,critic_loss,actor_loss
1000,0,-217.874,1000,0.14,,
2000,1,-224.919,1000,0.26,,
3000,2,-231.827,1000,0.33,,
4000,3,-230.323,1000,0.44,,
5000,4,-102.675,1000,0.54,,
6000,5,-235.681,1000,0.69,,
7000,6,-298.18,1000,0.81,,
8000,7,-207.542,1000,0.95,,
9000,8,-331.479,1000,1.03,,
10000,9,-234.452,1000,1.11,,
11000,10,-348.505,1000,7.48,,
12000,11,-346.734,1000,7.56,,
13000,12,-243.139,1000,7.64,,
14000,13,-273.888,1000,7.72,,
15000,14,-304.098,1000,7.81,,
16000,15,-237.831,1000,7.89,,
17000,16,-301.523,1000,7.97,,
18000,17,-143.132,1000,8.04,,
19000,18,-211.118,1000,8.12,,
20000,19,-425.665,1000,8.2,,
21000,20,-411.242,1000,13.19,,
22000,21,-314.222,1000,13.27,,
23000,22,-416.577,1000,13.35,,
24000,23,-370.319,1000,13.43,,
25000,24,-408.975,1000,14.11,1.337656,
26000,25,-542.444,1000,20.95,0.667824,-0.285211
27000,26,-406.86,1000,28.0,0.659615,-0.626334
28000,27,-441.899,1000,34.47,0.840333,-0.874403
29000,28,-376.484,1000,41.28,1.128762,-0.892705
30000,29,-376.807,1000,47.87,1.395403,-1.354504
31000,30,-363.483,1000,59.18,1.589822,-2.282881
32000,31,-404.699,1000,66.52,1.708725,-3.284826
33000,32,-466.476,1000,73.77,1.706062,-4.363209
34000,33,-396.446,1000,81.23,1.730635,-5.356462
35000,34,-373.167,1000,88.82,1.757517,-5.984416
36000,35,-268.46,1000,95.97,1.789403,-6.432148
37000,36,-185.118,1000,103.3,1.791748,-6.925013
38000,37,-279.241,1000,110.5,1.776716,-7.06965
39000,38,-166.242,1000,117.19,1.739044,-7.385465
40000,39,1079.034,1000,124.01,1.761869,-7.835739
41000,40,1622.267,1000,135.63,1.89864,-8.916569
42000,41,1675.166,1000,142.28,2.037704,-10.066548
43000,42,1705.266,1000,149.14,2.226786,-11.405971
44000,43,1964.611,1000,156.17,2.519405,-13.035075
45000,44,2092.363,1000,162.84,2.868696,-15.059117
46000,45,2187.612,1000,168.89,3.273362,-17.140185
47000,46,790.94,1000,176.16,3.664121,-19.197408
48000,47,1476.164,1000,183.17,4.076029,-20.932011
49000,48,73.375,1000,190.57,4.411251,-22.126096
50000,49,1091.34,1000,198.19,4.666358,-23.432762
51000,50,2031.35,1000,211.26,4.961327,-25.010945
52000,51,2395.17,1000,218.64,5.447951,-27.4462
53000,52,525.549,1000,225.55,5.91804,-29.304361
54000,53,2172.132,1000,232.79,6.366981,-31.004916
55000,54,4.827,1000,240.01,7.021056,-32.513899
56000,55,2747.92,1000,246.62,7.388952,-34.177895
57000,56,2662.143,1000,252.56,7.85231,-36.574061
58000,57,2953.117,1000,259.25,8.305941,-39.243705
59000,58,2674.166,1000,265.83,8.812917,-41.853437
60000,59,2855.95,1000,272.23,9.180457,-44.722872
61000,60,1124.082,1000,284.04,9.791019,-46.628877
62000,61,2273.287,1000,290.75,10.201609,-48.506677
63000,62,1293.672,1000,297.29,10.541065,-51.138349
64000,63,3277.011,1000,303.38,10.825975,-52.535325
65000,64,2873.979,1000,309.91,11.288361,-55.632577
66000,65,3322.27,1000,316.4,11.814081,-58.100161
67000,66,569.9,1000,322.92,12.371992,-60.367119
68000,67,3127.417,1000,329.26,12.333772,-62.116066
69000,68,3163.76,1000,336.01,12.677876,-64.967065
70000,69,3408.66,1000,342.55,13.086232,-67.665412
71000,70,3207.025,1000,353.9,13.360439,-70.757955
72000,71,3339.984,1000,360.53,13.497833,-73.444324
73000,72,3258.534,1000,366.91,13.790317,-76.112583
74000,73,3301.267,1000,373.56,14.010484,-79.286239
75000,74,3373.929,1000,379.84,14.183666,-82.20841
76000,75,3359.817,1000,386.7,14.544355,-84.874512
77000,76,3545.463,1000,393.22,14.680053,-87.500453
78000,77,3612.089,1000,399.88,14.756094,-90.069789
79000,78,3620.233,1000,406.23,14.978905,-93.240821
80000,79,3470.792,1000,413.05,15.386184,-96.545478
81000,80,3707.381,1000,425.72,15.305338,-99.003505
82000,81,3496.535,1000,431.94,15.49598,-101.966268
83000,82,3563.762,1000,438.24,15.467623,-104.762061
84000,83,3620.884,1000,445.71,15.600358,-107.712122
85000,84,3801.417,1000,452.46,15.984455,-110.52482
86000,85,3888.942,1000,459.3,15.939903,-113.401673
87000,86,3841.74,1000,466.38,15.987924,-116.333656
88000,87,3924.595,1000,473.41,16.312693,-119.154766
89000,88,3599.169,1000,480.35,16.209792,-121.657775
90000,89,3405.805,1000,487.15,16.579247,-124.921356
91000,90,3972.435,1000,498.94,16.88991,-127.247284
