timestep,episode,episode_reward,episode_length,wall_time,critic_loss,actor_loss,alpha_loss,alpha
24,0,-5.053,24,0.01,,,,
49,1,1.52,25,0.01,,,,
62,2,-7.193,13,0.01,,,,
73,3,0.202,11,0.01,,,,
83,4,-1.414,10,0.02,,,,
97,5,1.622,14,0.02,,,,
110,6,-0.888,13,0.02,,,,
121,7,-0.577,11,0.02,,,,
149,8,5.289,28,0.03,,,,
165,9,-0.521,16,0.03,,,,
183,10,5.289,18,0.03,,,,
208,11,6.079,25,0.04,,,,
218,12,-3.591,10,0.04,,,,
231,13,-3.506,13,0.04,,,,
253,14,-3.292,22,0.04,,,,
270,15,4.67,17,0.05,,,,
286,16,-2.451,16,0.05,,,,
301,17,1.596,15,0.05,,,,
315,18,0.169,14,0.05,,,,
340,19,-3.954,25,0.06,,,,
357,20,-7.44,17,0.07,,,,
376,21,2.75,19,0.08,,,,
407,22,15.971,31,0.09,,,,
440,23,13.516,33,0.09,,,,
454,24,-8.135,14,0.09,,,,
466,25,-3.992,12,0.1,,,,
486,26,-5.641,20,0.1,,,,
523,27,3.675,37,0.11,,,,
549,28,-4.461,26,0.11,,,,
572,29,-2.415,23,0.11,,,,
631,30,-7.278,59,0.12,,,,
644,31,-1.683,13,0.13,,,,
663,32,5.169,19,0.13,,,,
689,33,6.288,26,0.13,,,,
714,34,-2.216,25,0.14,,,,
729,35,0.778,15,0.14,,,,
756,36,1.422,27,0.14,,,,
780,37,6.001,24,0.15,,,,
806,38,-1.533,26,0.15,,,,
821,39,-0.378,15,0.15,,,,
841,40,3.735,20,0.16,,,,
856,41,1.814,15,0.16,,,,
886,42,-2.49,30,0.16,,,,
899,43,-0.432,13,0.17,,,,
921,44,-5.091,22,0.17,,,,
949,45,0.264,28,0.17,,,,
963,46,-4.343,14,0.18,,,,
975,47,-2.675,12,0.18,,,,
1002,48,0.479,27,0.18,,,,
1016,49,1.621,14,0.19,,,,
1025,50,-2.272,9,0.19,,,,
1035,51,-2.144,10,0.19,,,,
1054,52,0.554,19,0.19,,,,
1072,53,0.368,18,0.19,,,,
1096,54,-0.231,24,0.2,,,,
1123,55,-0.485,27,0.2,,,,
1144,56,-4.288,21,0.21,,,,
1162,57,-11.907,18,0.21,,,,
1178,58,1.047,16,0.21,,,,
1211,59,2.614,33,0.22,,,,
1237,60,0.847,26,0.22,,,,
1252,61,-0.916,15,0.22,,,,
1276,62,6.644,24,0.23,,,,
1293,63,-6.687,17,0.23,,,,
1320,64,8.977,27,0.23,,,,
1339,65,-2.174,19,0.24,,,,
1352,66,-4.084,13,0.24,,,,
1363,67,-0.52,11,0.24,,,,
1380,68,0.441,17,0.24,,,,
1398,69,-5.634,18,0.25,,,,
1423,70,6.69,25,0.25,,,,
1446,71,-3.32,23,0.25,,,,
1531,72,9.451,85,0.27,,,,
1543,73,-1.236,12,0.27,,,,
1565,74,2.4,22,0.28,,,,
1592,75,0.308,27,0.28,,,,
1610,76,-2.585,18,0.28,,,,
1624,77,-0.254,14,0.28,,,,
1640,78,-8.019,16,0.29,,,,
1657,79,0.436,17,0.29,,,,
1688,80,9.059,31,0.29,,,,
1715,81,8.724,27,0.3,,,,
1747,82,13.609,32,0.3,,,,
1782,83,9.853,35,0.31,,,,
1816,84,1.212,34,0.32,,,,
1842,85,-2.219,26,0.32,,,,
1854,86,-1.556,12,0.32,,,,
1865,87,0.318,11,0.32,,,,
1885,88,9.322,20,0.33,,,,
1898,89,0.298,13,0.33,,,,
1920,90,3.246,22,0.33,,,,
1960,91,1.577,40,0.34,,,,
1978,92,3.1,18,0.34,,,,
1997,93,3.07,19,0.34,,,,
2016,94,4.086,19,0.35,,,,
2042,95,-3.467,26,0.35,,,,
2069,96,-0.97,27,0.36,,,,
2088,97,-2.922,19,0.36,,,,
2105,98,-2.247,17,0.36,,,,
2118,99,-0.891,13,0.36,,,,
2141,100,1.055,23,0.37,,,,
2161,101,3.229,20,0.37,,,,
2195,102,-6.653,34,0.38,,,,
2214,103,3.825,19,0.38,,,,
2223,104,-1.332,9,0.38,,,,
2253,105,12.281,30,0.38,,,,
