timestep,episode,episode_reward,episode_length,wall_time,critic_loss,actor_loss,alpha_loss,alpha
1000,0,-309.959,1000,0.08,,,,
2000,1,-335.187,1000,0.16,,,,
3000,2,-290.906,1000,0.23,,,,
4000,3,-172.82,1000,0.31,,,,
5000,4,-373.313,1000,0.7,20.6045,-3.22068,9.051239,0.9997
6000,5,-254.034,1000,13.66,3.370649,-12.764351,8.68898,0.753824
7000,6,-274.448,1000,26.38,2.111144,-22.428597,6.615114,0.584229
8000,7,-235.316,1000,38.96,2.474735,-29.126942,5.156736,0.459413
9000,8,-193.414,1000,52.13,2.805345,-33.526652,4.035695,0.364726
10000,9,-208.014,1000,65.01,2.894614,-36.220059,3.146142,0.291552
11000,10,-226.685,1000,82.91,2.855743,-37.592525,2.43731,0.234299
12000,11,-244.145,1000,96.03,2.789192,-38.083017,1.884109,0.188954
13000,12,-251.171,1000,108.75,2.695516,-37.833741,1.455916,0.152717
14000,13,-302.998,1000,121.88,2.700346,-36.940628,1.13168,0.123465
15000,14,-232.528,1000,134.71,2.636837,-35.527928,0.885203,0.099754
16000,15,-186.679,1000,147.87,2.562323,-33.850825,0.684968,0.08071
17000,16,-291.047,1000,162.82,2.53477,-31.969423,0.525653,0.065442
18000,17,-164.022,1000,177.7,2.445236,-29.997943,0.401971,0.053167
19000,18,-164.22,1000,192.19,2.36093,-27.951965,0.305374,0.043295
20000,19,-138.135,1000,207.1,2.290031,-26.055036,0.229094,0.035377
21000,20,26.188,1000,225.23,2.349214,-24.413121,0.167983,0.029082
22000,21,-93.39,1000,237.8,2.415511,-23.003667,0.124048,0.023965
23000,22,-122.735,1000,250.57,2.476645,-21.626054,0.092844,0.019744
24000,23,52.168,1000,263.07,2.517306,-20.326521,0.066607,0.016368
25000,24,256.255,1000,277.38,2.572535,-19.351407,0.046952,0.013665
26000,25,1076.284,1000,292.47,2.672955,-19.024234,0.030043,0.011632
27000,26,576.72,1000,307.9,2.926642,-19.018988,0.016485,0.01023
28000,27,876.259,1000,322.66,3.244947,-19.041066,0.007919,0.009309
29000,28,1564.506,1000,336.39,3.677462,-19.856657,0.000866,0.009189
30000,29,-41.062,1000,349.61,3.998025,-20.470911,-0.002808,0.009968
31000,30,92.9,1000,367.28,4.226793,-20.427208,-0.001169,0.010424
32000,31,1423.399,1000,380.3,4.674591,-21.077214,-0.001421,0.011257
33000,32,1662.394,1000,392.95,5.142477,-22.842078,-0.001614,0.012392
34000,33,-59.515,1000,405.74,5.458253,-23.924571,-0.000449,0.012711
35000,34,1621.492,1000,418.44,5.977138,-24.953838,-0.000531,0.013129
36000,35,1916.106,1000,432.51,6.446275,-26.912749,-0.001675,0.014452
37000,36,2150.725,1000,446.37,6.961803,-29.200408,-0.001551,0.015714
38000,37,2015.162,1000,459.42,7.272075,-31.665136,-0.00176,0.017119
39000,38,783.549,1000,472.96,7.724961,-33.993372,-0.001132,0.018036
40000,39,2283.666,1000,486.17,7.860168,-35.712793,-0.001415,0.01911
41000,40,2626.744,1000,504.43,8.332208,-38.625511,-0.001971,0.020739
42000,41,2846.701,1000,519.11,8.77781,-42.015982,-0.002822,0.022977
43000,42,2833.849,1000,534.19,9.147092,-45.099088,-0.002883,0.02534
44000,43,3064.84,1000,549.04,9.648396,-48.755766,-0.003048,0.027732
45000,44,2966.062,1000,563.74,10.212871,-52.534688,-0.003109,0.030149
46000,45,2814.849,1000,577.46,10.729516,-56.372239,-0.004006,0.033369
47000,46,3046.387,1000,591.12,11.983094,-60.085677,-0.002719,0.035496
48000,47,3054.561,1000,604.18,12.623047,-64.197294,-0.003433,0.038449
49000,48,2407.397,1000,616.85,13.771363,-68.082863,-0.002474,0.040472
50000,49,3508.439,1000,629.71,14.316406,-71.396685,-0.002051,0.042209
51000,50,3458.17,1000,650.59,15.207108,-75.923101,-0.002674,0.044347
52000,51,3500.166,1000,665.79,16.539015,-80.187598,-0.003481,0.047279
53000,52,3854.051,1000,680.97,16.479828,-84.43652,-0.002764,0.049449
54000,53,3132.192,1000,695.09,17.674995,-89.12197,-0.001263,0.050606
55000,54,3691.855,1000,708.32,18.222759,-92.971851,-0.002733,0.052765
56000,55,3346.404,1000,721.68,18.579786,-97.844317,-0.004416,0.056427
57000,56,3589.129,1000,734.61,19.446736,-101.975192,-0.001376,0.057629
58000,57,3838.422,1000,747.25,20.639014,-106.322568,-0.004155,0.060908
59000,58,3768.533,1000,760.23,20.984792,-110.743594,-0.001897,0.062576
60000,59,3684.122,1000,773.13,21.721877,-115.005056,-0.002585,0.06477
61000,60,1161.536,1000,791.01,23.154908,-118.650345,-0.001649,0.066297
62000,61,3851.521,1000,804.14,24.205977,-121.354364,0.002076,0.064378
63000,62,3978.217,1000,817.27,23.758393,-125.594526,-0.000772,0.065108
64000,63,3469.662,1000,830.02,23.563864,-129.378974,-0.00244,0.067225
65000,64,2745.276,1000,843.42,26.194011,-133.017077,-0.001029,0.068066
66000,65,4554.53,1000,856.53,26.233376,-136.545294,-0.001573,0.06929
67000,66,4328.552,1000,869.54,26.638943,-140.140074,-0.000215,0.069548
68000,67,4469.259,1000,884.93,26.824459,-144.211914,-0.001474,0.070746
69000,68,4299.378,1000,900.54,26.484972,-148.080704,-0.002942,0.073254
70000,69,4017.088,1000,915.06,27.930937,-151.872767,-0.002768,0.075539
