timestep,episode,episode_reward,episode_length,wall_time,policy_loss,value_loss,entropy,approx_kl
1000,0,-41.243,1000,1.84,,,,
2000,1,-21.775,1000,3.41,,,,
3000,2,-22.808,1000,7.17,,,,
4000,3,-17.713,1000,9.0,,,,
5000,4,-20.437,1000,12.91,,,,
6000,5,-17.48,1000,14.59,,,,
7000,6,-24.155,1000,18.55,,,,
8000,7,-21.175,1000,20.21,,,,
9000,8,-23.235,1000,23.71,,,,
10000,9,-23.389,1000,25.41,,,,
11000,10,-27.019,1000,36.35,,,,
12000,11,-22.184,1000,38.0,,,,
13000,12,-22.003,1000,42.13,,,,
14000,13,-17.425,1000,43.81,,,,
15000,14,-24.145,1000,47.84,,,,
16000,15,-18.022,1000,49.5,,,,
17000,16,-22.409,1000,53.52,,,,
18000,17,-31.138,1000,55.17,,,,
19000,18,-22.35,1000,59.27,,,,
20000,19,-21.603,1000,60.95,,,,
21000,20,-24.037,1000,72.36,,,,
22000,21,-20.67,1000,74.13,,,,
23000,22,-22.82,1000,78.21,,,,
24000,23,-23.168,1000,80.12,,,,
25000,24,-22.823,1000,84.39,,,,
26000,25,-24.637,1000,86.4,,,,
27000,26,-17.536,1000,90.32,,,,
28000,27,-9.924,1000,92.33,,,,
29000,28,-25.34,1000,96.6,,,,
30000,29,-19.45,1000,98.58,,,,
31000,30,-19.775,1000,111.08,,,,
32000,31,-23.005,1000,112.85,,,,
33000,32,-19.215,1000,117.39,,,,
34000,33,-20.857,1000,119.36,,,,
35000,34,-24.365,1000,123.8,,,,
36000,35,-24.248,1000,125.58,,,,
37000,36,-20.539,1000,129.68,,,,
38000,37,-16.047,1000,131.37,,,,
39000,38,-21.014,1000,135.34,,,,
40000,39,-22.736,1000,137.05,,,,
41000,40,-18.487,1000,148.17,,,,
42000,41,-22.01,1000,149.84,,,,
43000,42,-9.927,1000,151.64,,,,
44000,43,-21.684,1000,155.88,,,,
45000,44,-14.088,1000,157.57,,,,
46000,45,-19.845,1000,161.43,,,,
47000,46,-17.836,1000,163.12,,,,
48000,47,-14.511,1000,166.59,,,,
49000,48,-20.746,1000,168.29,,,,
50000,49,-17.926,1000,172.18,,,,
51000,50,-24.562,1000,181.04,,,,
52000,51,-21.592,1000,184.98,,,,
53000,52,-14.249,1000,186.69,,,,
54000,53,-23.199,1000,190.53,,,,
55000,54,-15.631,1000,192.23,,,,
56000,55,-17.076,1000,196.15,,,,
57000,56,-20.791,1000,197.85,,,,
58000,57,-21.281,1000,201.8,,,,
59000,58,-19.045,1000,203.51,,,,
60000,59,-9.921,1000,207.65,,,,
61000,60,-12.487,1000,216.42,,,,
62000,61,-12.066,1000,220.23,,,,
63000,62,-10.168,1000,221.92,,,,
64000,63,-13.217,1000,225.4,,,,
65000,64,-13.131,1000,227.1,,,,
66000,65,-16.177,1000,230.82,,,,
67000,66,-16.909,1000,232.51,,,,
68000,67,-12.38,1000,236.3,,,,
69000,68,-11.334,1000,237.99,,,,
70000,69,-13.145,1000,241.54,,,,
71000,70,-15.023,1000,250.45,,,,
72000,71,-17.264,1000,254.33,,,,
73000,72,-13.501,1000,256.04,,,,
74000,73,-16.133,1000,260.02,,,,
75000,74,-19.231,1000,261.71,,,,
76000,75,-19.419,1000,265.71,,,,
77000,76,-15.303,1000,267.43,,,,
78000,77,-13.252,1000,271.29,,,,
79000,78,-16.304,1000,272.98,,,,
80000,79,-14.125,1000,276.58,,,,
81000,80,-8.769,1000,286.24,,,,
82000,81,-11.135,1000,290.35,,,,
83000,82,-7.927,1000,292.14,,,,
84000,83,-16.06,1000,296.19,,,,
85000,84,-11.459,1000,298.06,,,,
86000,85,-9.712,1000,299.89,,,,
87000,86,-9.456,1000,303.8,,,,
