timestep,episode,episode_reward,episode_length,wall_time,critic_loss,actor_loss
1000,0,-298.165,1000,0.09,,
2000,1,-347.434,1000,0.17,,
3000,2,-254.192,1000,0.26,,
4000,3,-287.498,1000,0.33,,
5000,4,-225.422,1000,0.41,,
6000,5,-298.053,1000,0.49,,
7000,6,-366.595,1000,0.57,,
8000,7,-211.198,1000,0.65,,
9000,8,-256.803,1000,0.72,,
10000,9,-505.718,1000,0.8,,
11000,10,-403.216,1000,5.8,,
12000,11,-373.408,1000,5.88,,
13000,12,-244.941,1000,5.96,,
14000,13,-167.081,1000,6.04,,
15000,14,-220.908,1000,6.12,,
16000,15,-185.705,1000,6.19,,
17000,16,-221.6,1000,6.27,,
18000,17,-218.361,1000,6.35,,
19000,18,-218.301,1000,6.45,,
20000,19,-299.326,1000,6.52,,
21000,20,-404.444,1000,11.6,,
22000,21,-310.99,1000,11.69,,
23000,22,-272.251,1000,11.76,,
24000,23,-125.323,1000,11.84,,
25000,24,-351.325,1000,12.02,1.42144,
26000,25,-363.618,1000,19.21,0.809897,-0.077557
27000,26,-541.905,1000,26.36,1.195542,-0.294441
28000,27,-570.608,1000,33.59,1.248807,-0.037118
29000,28,-407.322,1000,40.85,1.251245,0.182738
30000,29,-520.329,1000,48.08,1.288656,-0.064005
31000,30,-424.747,1000,59.77,1.372146,0.022498
32000,31,-65.416,1000,66.69,1.572358,0.189317
33000,32,-292.092,1000,73.8,1.747493,0.249229
34000,33,-234.683,1000,80.62,1.975437,0.309071
35000,34,-206.481,1000,87.74,2.033124,0.069858
36000,35,-388.379,1000,95.02,1.970194,-0.155612
37000,36,-371.271,1000,102.71,2.075216,-0.282422
38000,37,-309.4,1000,110.21,2.165719,-0.440515
39000,38,-219.99,1000,117.54,2.165866,-0.490546
40000,39,-383.41,1000,124.87,2.122914,-0.573711
41000,40,-349.451,1000,137.98,2.130433,-0.649689
42000,41,-251.561,1000,144.77,2.171974,-0.662121
43000,42,-336.503,1000,151.4,2.263786,-0.723821
44000,43,-825.777,1000,158.25,2.353096,-0.733465
45000,44,-423.723,1000,164.92,2.498154,-0.716804
46000,45,-379.073,1000,172.52,2.654332,-0.761974
47000,46,-256.494,1000,180.2,2.734304,-0.791802
48000,47,-172.329,1000,187.51,2.734208,-0.719817
49000,48,-65.943,1000,194.97,2.741362,-0.682285
50000,49,-95.192,1000,202.88,2.715061,-0.622632
51000,50,45.591,1000,217.99,2.670757,-0.532181
52000,51,-62.795,1000,226.07,2.672339,-0.47323
53000,52,855.456,1000,233.17,2.651491,-0.617642
54000,53,713.654,1000,240.24,2.686462,-0.997477
55000,54,661.42,1000,247.28,2.730028,-1.526808
56000,55,731.052,1000,254.45,2.769182,-2.125446
57000,56,963.014,1000,261.81,2.762196,-2.691679
58000,57,1094.058,1000,268.97,2.82242,-3.42653
59000,58,1221.95,1000,275.95,2.873041,-4.083993
60000,59,1290.457,1000,283.01,2.975946,-4.961296
61000,60,1305.649,1000,295.88,3.101627,-5.949953
62000,61,1498.693,1000,303.19,3.240462,-6.894397
63000,62,1476.205,1000,310.71,3.438634,-8.015056
64000,63,1629.765,1000,318.1,3.632153,-9.277784
65000,64,719.77,1000,325.01,3.817717,-10.428042
66000,65,1517.461,1000,331.94,3.989756,-11.510108
67000,66,1852.768,1000,339.13,4.278912,-12.82637
68000,67,1834.653,1000,346.16,4.486633,-14.497489
69000,68,2015.163,1000,352.88,4.802616,-15.91308
70000,69,2007.844,1000,359.8,5.149217,-17.67118
71000,70,346.429,1000,372.38,5.540638,-19.325754
72000,71,1943.341,1000,379.61,5.784387,-20.416845
73000,72,2321.302,1000,386.76,6.201048,-22.398363
74000,73,1043.819,1000,393.91,6.695561,-24.309489
75000,74,2014.084,1000,401.12,7.169593,-25.706915
76000,75,897.753,1000,408.22,7.525511,-27.598762
77000,76,-49.924,1000,415.28,7.835377,-28.731095
78000,77,2261.417,1000,422.46,8.10286,-30.137419
79000,78,461.042,1000,429.42,8.605235,-31.925394
80000,79,173.929,1000,436.3,8.956879,-32.916482
81000,80,1557.832,1000,449.57,9.409373,-34.257168
82000,81,318.355,1000,457.32,9.621404,-35.373427
83000,82,2032.904,1000,464.55,9.862532,-36.704874
84000,83,2241.911,1000,471.98,10.119765,-38.51094
85000,84,2419.596,1000,479.38,10.411699,-40.369764
86000,85,2395.003,1000,486.86,10.600429,-42.443115
87000,86,287.691,1000,493.79,10.702279,-43.705574
88000,87,2298.444,1000,500.4,10.924347,-45.165532
89000,88,2424.875,1000,507.1,10.9631,-46.927302
90000,89,2730.885,1000,513.76,11.212147,-48.561384
91000,90,2392.578,1000,525.17,11.24465,-50.65651
92000,91,44.907,1000,532.19,11.346871,-52.195454
93000,92,2608.006,1000,539.69,11.496412,-53.188426
94000,93,2782.711,1000,547.21,11.515371,-55.153075
95000,94,2741.901,1000,554.91,11.746574,-56.846471
96000,95,2798.977,1000,562.99,11.975989,-58.935176
97000,96,2574.854,1000,571.11,12.142538,-60.784963
98000,97,2908.376,1000,579.29,12.2495,-62.692794
99000,98,2842.735,1000,587.23,12.43441,-64.879909
100000,99,2895.694,1000,594.29,12.460366,-66.758523
101000,100,2656.025,1000,606.25,12.645525,-68.804919
102000,101,2957.268,1000,613.24,12.670426,-70.409354
103000,102,2977.982,1000,620.57,12.962177,-72.144003
104000,103,2919.71,1000,627.74,12.975828,-74.780733
105000,104,2831.572,1000,634.97,13.242302,-76.181431
106000,105,2969.523,1000,641.72,13.44913,-78.341366
107000,106,2920.055,1000,649.12,13.506941,-80.454792
108000,107,2990.49,1000,656.25,13.801485,-82.122505
109000,108,3231.281,1000,663.59,13.767167,-83.980007
110000,109,2826.534,1000,671.1,14.171191,-86.353237
111000,110,2942.32,1000,683.98,14.474263,-87.960534
112000,111,3206.95,1000,691.12,14.622628,-90.084815
113000,112,3166.984,1000,698.07,14.752693,-91.813553
114000,113,3289.374,1000,705.21,14.785189,-93.903804
115000,114,3221.305,1000,712.41,14.830593,-95.843053
116000,115,3315.625,1000,719.2,15.178923,-97.6805
117000,116,3007.155,1000,726.03,15.110613,-99.989305
118000,117,3324.432,1000,733.38,14.986623,-101.616027
119000,118,3424.574,1000,740.96,15.040085,-103.28954
120000,119,3091.651,1000,748.03,15.041843,-105.302177
121000,120,3155.813,1000,760.38,15.492405,-107.467263
122000,121,3394.805,1000,767.66,15.453256,-109.01839
123000,122,3144.712,1000,774.67,15.208209,-111.06883
124000,123,3523.183,1000,781.55,15.051271,-112.780912
125000,124,3202.635,1000,788.59,15.096145,-114.755438
126000,125,3454.272,1000,795.65,15.239953,-116.614056
127000,126,3457.64,1000,802.64,15.371518,-119.003361
128000,127,3470.36,1000,809.65,15.294586,-120.874614
129000,128,3399.915,1000,816.99,15.38837,-122.74028
130000,129,3426.37,1000,824.5,15.341958,-124.781113
131000,130,3494.082,1000,836.82,15.344426,-126.744134
132000,131,3608.927,1000,844.21,15.491621,-128.708528
133000,132,3575.122,1000,851.79,15.59628,-131.031554
134000,133,3676.183,1000,858.74,15.62798,-133.018644
135000,134,3597.998,1000,865.02,15.788916,-135.319641
136000,135,3574.301,1000,871.61,15.626557,-137.467625
137000,136,3625.85,1000,878.34,16.08939,-138.948101
138000,137,3468.969,1000,884.74,16.053622,-140.701744
139000,138,3560.802,1000,892.22,16.094995,-143.105761
140000,139,3578.018,1000,899.26,16.131467,-144.454284
141000,140,3630.831,1000,912.28,16.668761,-146.824035
142000,141,3504.903,1000,919.92,16.62994,-148.727942
143000,142,3753.787,1000,928.09,16.816526,-150.752512
144000,143,3728.653,1000,935.95,16.804213,-153.085491
145000,144,3617.441,1000,943.93,16.930684,-155.034321
146000,145,3829.826,1000,951.13,17.227112,-156.453087
147000,146,3612.147,1000,958.34,17.023194,-158.824717
148000,147,3908.985,1000,965.43,17.547588,-160.407611
149000,148,3560.769,1000,972.52,17.246276,-162.112084
150000,149,4049.852,1000,979.45,17.825898,-164.577302
151000,150,3912.853,1000,991.96,17.634623,-166.128366
152000,151,3594.974,1000,999.06,17.818016,-168.193249
153000,152,3907.926,1000,1006.09,18.306894,-169.793548
154000,153,2956.67,1000,1013.42,18.286719,-171.460273
155000,154,3815.83,1000,1020.5,18.61554,-173.079156
156000,155,3864.195,1000,1027.78,18.634515,-174.72941
157000,156,3946.787,1000,1035.35,19.217806,-176.458565
158000,157,3927.558,1000,1042.87,19.138152,-177.927913
159000,158,4007.825,1000,1049.89,19.331218,-179.875866
160000,159,3910.272,1000,1057.13,19.517285,-181.435154
161000,160,3914.712,1000,1071.06,19.834143,-183.549456
162000,161,3920.179,1000,1078.15,19.897392,-184.209377
163000,162,3688.762,1000,1085.11,19.832684,-185.776768
164000,163,4027.857,1000,1091.99,19.877454,-187.860415
165000,164,4131.137,1000,1099.32,20.139528,-189.934136
166000,165,412.85,1000,1106.63,20.05609,-190.621783
167000,166,3985.831,1000,1113.82,19.918722,-191.491751
168000,167,4078.089,1000,1120.81,19.723499,-192.890001
169000,168,4232.963,1000,1127.69,20.313831,-194.92724
170000,169,4043.444,1000,1134.7,20.664838,-195.907391
171000,170,3969.608,1000,1146.32,21.079116,-197.649401
172000,171,4321.191,1000,1153.16,20.885673,-199.036272
173000,172,4354.127,1000,1160.36,20.610828,-200.595669
174000,173,4019.301,1000,1167.48,21.016713,-202.140312
175000,174,4241.951,1000,1174.5,21.21205,-203.486709
176000,175,4369.462,1000,1181.8,21.014061,-204.807145
177000,176,4263.259,1000,1189.24,21.401371,-206.359968
178000,177,4159.042,1000,1196.39,21.106286,-208.148237
179000,178,4309.897,1000,1203.49,21.525236,-209.09813
180000,179,4421.225,1000,1210.69,21.777911,-210.604872
181000,180,4348.423,1000,1222.65,21.844753,-212.354864
182000,181,4463.827,1000,1228.86,21.712525,-213.447182
183000,182,4168.318,1000,1235.36,21.632293,-215.271687
184000,183,4300.953,1000,1241.98,22.068694,-216.509719
185000,184,4439.112,1000,1248.34,21.782575,-217.659656
186000,185,4367.912,1000,1255.86,21.474559,-219.266127
187000,186,4407.365,1000,1263.32,21.513655,-220.67887
188000,187,4544.398,1000,1270.51,21.818027,-222.345297
189000,188,4617.581,1000,1278.41,21.772882,-222.945927
190000,189,4377.347,1000,1286.69,21.923721,-225.089977
191000,190,4711.291,1000,1301.97,21.733341,-226.462761
192000,191,4755.554,1000,1309.68,21.523946,-227.965422
193000,192,4677.161,1000,1316.6,21.883994,-228.738715
194000,193,4627.143,1000,1323.7,21.712472,-230.48889
195000,194,4777.148,1000,1330.78,22.056137,-232.154455
196000,195,4747.779,1000,1337.96,22.175961,-233.958968
197000,196,4813.353,1000,1344.93,21.907356,-234.792506
198000,197,4897.124,1000,1352.23,21.778006,-235.863673
199000,198,4669.889,1000,1359.49,22.126701,-237.145644
200000,199,4976.208,1000,1366.81,22.037676,-238.974835
201000,200,4775.69,1000,1379.49,21.985378,-240.262241
202000,201,4976.375,1000,1386.86,22.403402,-242.16476
203000,202,4896.642,1000,1393.92,22.213669,-243.946824
204000,203,4879.745,1000,1401.46,22.413936,-244.786183
205000,204,5056.418,1000,1409.07,22.380439,-245.69605
206000,205,5096.966,1000,1416.63,22.45199,-247.884755
207000,206,4953.683,1000,1424.13,22.95341,-249.189469
208000,207,4888.478,1000,1431.37,23.02755,-250.248556
209000,208,4841.271,1000,1438.49,23.244595,-251.845605
210000,209,5114.798,1000,1445.48,22.934357,-253.738048
211000,210,5083.357,1000,1457.75,23.046569,-254.776684
212000,211,4900.893,1000,1464.78,23.457667,-256.713055
213000,212,4847.476,1000,1471.9,23.44355,-257.752726
214000,213,5066.732,1000,1479.01,23.669675,-259.582081
215000,214,4803.495,1000,1485.92,23.632661,-260.447654
216000,215,5119.637,1000,1492.62,24.253985,-262.280457
217000,216,5036.284,1000,1499.5,24.333245,-263.345257
218000,217,4968.726,1000,1506.55,24.541043,-265.804791
219000,218,5164.475,1000,1513.14,24.723729,-266.493929
220000,219,5380.381,1000,1519.96,25.248862,-268.004956
221000,220,5178.364,1000,1533.05,24.674974,-270.395267
222000,221,5204.315,1000,1539.74,24.394765,-270.886779
223000,222,5243.722,1000,1546.17,25.003161,-272.848414
224000,223,5243.565,1000,1553.52,24.748372,-275.401146
