timestep,episode,episode_reward,episode_length,wall_time,critic_loss,actor_loss,alpha_loss,alpha
15,0,-1.116,15,0.0,,,,
34,1,-4.714,19,0.01,,,,
63,2,4.091,29,0.01,,,,
81,3,-0.934,18,0.02,,,,
108,4,3.046,27,0.02,,,,
159,5,7.865,51,0.03,,,,
179,6,3.211,20,0.04,,,,
217,7,14.128,38,0.05,,,,
249,8,15.6,32,0.06,,,,
276,9,3.686,27,0.06,,,,
309,10,12.098,33,0.07,,,,
324,11,-0.768,15,0.07,,,,
338,12,-3.564,14,0.07,,,,
352,13,3.931,14,0.07,,,,
363,14,0.987,11,0.08,,,,
374,15,-0.519,11,0.08,,,,
389,16,-6.73,15,0.08,,,,
409,17,4.866,20,0.09,,,,
420,18,-2.705,11,0.09,,,,
432,19,-1.81,12,0.09,,,,
452,20,7.416,20,0.22,,,,
464,21,-2.007,12,0.23,,,,
492,22,-1.919,28,0.23,,,,
511,23,-0.165,19,0.24,,,,
548,24,22.879,37,0.25,,,,
564,25,-3.685,16,0.25,,,,
599,26,6.417,35,0.26,,,,
631,27,8.017,32,0.26,,,,
644,28,-0.376,13,0.27,,,,
662,29,-2.495,18,0.27,,,,
683,30,2.96,21,0.27,,,,
719,31,10.732,36,0.28,,,,
738,32,0.072,19,0.28,,,,
763,33,5.709,25,0.28,,,,
786,34,0.682,23,0.29,,,,
812,35,7.059,26,0.29,,,,
832,36,0.092,20,0.3,,,,
853,37,7.944,21,0.3,,,,
866,38,-3.481,13,0.3,,,,
880,39,-5.077,14,0.3,,,,
907,40,-3.291,27,0.31,,,,
932,41,-2.657,25,0.31,,,,
949,42,3.063,17,0.31,,,,
972,43,9.532,23,0.32,,,,
989,44,5.143,17,0.32,,,,
1001,45,-0.636,12,0.32,,,,
1031,46,7.819,30,0.33,,,,
1058,47,2.536,27,0.33,,,,
1101,48,0.432,43,0.34,,,,
1114,49,-1.543,13,0.34,,,,
1139,50,5.088,25,0.34,,,,
1153,51,0.178,14,0.35,,,,
1178,52,9.081,25,0.35,,,,
1188,53,-4.439,10,0.35,,,,
1208,54,10.614,20,0.36,,,,
1245,55,1.356,37,0.36,,,,
1256,56,-1.726,11,0.36,,,,
1266,57,-1.019,10,0.36,,,,
1291,58,14.969,25,0.37,,,,
1318,59,10.337,27,0.37,,,,
1332,60,3.03,14,0.38,,,,
1349,61,5.63,17,0.38,,,,
1364,62,-2.173,15,0.38,,,,
1383,63,5.66,19,0.38,,,,
1410,64,7.425,27,0.39,,,,
1428,65,-2.54,18,0.39,,,,
1444,66,2.008,16,0.39,,,,
1461,67,0.096,17,0.4,,,,
1477,68,6.095,16,0.4,,,,
1500,69,-2.214,23,0.4,,,,
1519,70,-0.879,19,0.41,,,,
1545,71,2.462,26,0.41,,,,
1555,72,-0.792,10,0.41,,,,
1577,73,2.056,22,0.42,,,,
1591,74,-3.252,14,0.42,,,,
1603,75,-1.541,12,0.42,,,,
1626,76,8.176,23,0.42,,,,
1638,77,-1.034,12,0.43,,,,
1656,78,4.871,18,0.43,,,,
1671,79,1.83,15,0.43,,,,
1698,80,3.229,27,0.44,,,,
1713,81,-1.603,15,0.44,,,,
1740,82,-0.662,27,0.44,,,,
1767,83,-4.766,27,0.45,,,,
1785,84,-1.372,18,0.45,,,,
1799,85,-6.021,14,0.45,,,,
1811,86,-3.069,12,0.46,,,,
1829,87,2.646,18,0.46,,,,
1845,88,3.211,16,0.46,,,,
1855,89,-0.429,10,0.46,,,,
1873,90,3.2,18,0.47,,,,
1889,91,2.004,16,0.47,,,,
1903,92,-4.305,14,0.47,,,,
1922,93,-3.552,19,0.47,,,,
1947,94,6.497,25,0.48,,,,
1961,95,0.783,14,0.48,,,,
1970,96,-2.715,9,0.48,,,,
1982,97,1.485,12,0.48,,,,
1999,98,0.578,17,0.49,,,,
