timestep,episode,episode_reward,episode_length,wall_time,policy_loss,value_loss,entropy,approx_kl
1000,0,-43.732,1000,2.18,,,,
2000,1,-12.149,1000,3.7,,,,
3000,2,-15.355,1000,7.74,,,,
4000,3,-19.402,1000,9.46,,,,
5000,4,-20.817,1000,13.15,,,,
6000,5,-15.636,1000,14.9,,,,
7000,6,-15.253,1000,19.13,,,,
8000,7,-24.1,1000,21.03,,,,
9000,8,-21.519,1000,25.5,,,,
10000,9,-19.121,1000,27.4,,,,
11000,10,-20.255,1000,39.64,,,,
12000,11,-15.608,1000,41.45,,,,
13000,12,-24.562,1000,45.7,,,,
14000,13,-20.251,1000,47.34,,,,
15000,14,-16.261,1000,51.45,,,,
16000,15,-15.96,1000,53.29,,,,
17000,16,-20.876,1000,57.64,,,,
18000,17,-23.61,1000,59.42,,,,
19000,18,-17.971,1000,63.85,,,,
20000,19,-19.717,1000,65.55,,,,
21000,20,-25.782,1000,76.99,,,,
22000,21,-17.239,1000,78.67,,,,
23000,22,-23.502,1000,82.55,,,,
24000,23,-17.096,1000,84.23,,,,
25000,24,-23.234,1000,87.84,,,,
26000,25,-25.86,1000,89.49,,,,
27000,26,-19.787,1000,92.96,,,,
28000,27,-13.66,1000,94.61,,,,
29000,28,-22.392,1000,98.45,,,,
30000,29,-26.728,1000,100.18,,,,
31000,30,-32.559,1000,111.1,,,,
32000,31,-18.433,1000,112.74,,,,
33000,32,-16.249,1000,116.75,,,,
34000,33,-20.554,1000,118.38,,,,
35000,34,-12.47,1000,122.42,,,,
36000,35,-21.885,1000,124.06,,,,
37000,36,-20.782,1000,128.15,,,,
38000,37,-12.072,1000,129.8,,,,
39000,38,-19.614,1000,133.8,,,,
40000,39,-20.682,1000,135.69,,,,
41000,40,-21.217,1000,147.65,,,,
42000,41,-13.429,1000,149.45,,,,
43000,42,-17.363,1000,151.33,,,,
44000,43,-18.131,1000,155.16,,,,
45000,44,-19.324,1000,157.07,,,,
46000,45,-31.457,1000,161.04,,,,
47000,46,-22.475,1000,162.9,,,,
48000,47,-17.699,1000,167.2,,,,
49000,48,-16.775,1000,169.27,,,,
50000,49,-16.982,1000,173.55,,,,
51000,50,-21.876,1000,183.03,,,,
52000,51,-18.554,1000,187.26,,,,
53000,52,-21.735,1000,189.1,,,,
54000,53,-11.937,1000,193.46,,,,
55000,54,-14.782,1000,195.25,,,,
56000,55,-18.339,1000,199.27,,,,
57000,56,-17.266,1000,200.96,,,,
58000,57,-15.637,1000,204.93,,,,
59000,58,-13.942,1000,206.58,,,,
60000,59,-19.309,1000,210.63,,,,
61000,60,-12.854,1000,219.45,,,,
62000,61,-15.233,1000,223.4,,,,
63000,62,-19.243,1000,225.12,,,,
64000,63,-16.724,1000,228.62,,,,
65000,64,-10.105,1000,230.32,,,,
66000,65,-12.463,1000,234.16,,,,
67000,66,-10.022,1000,235.87,,,,
68000,67,-13.975,1000,239.8,,,,
69000,68,-18.576,1000,241.5,,,,
70000,69,-17.679,1000,245.2,,,,
71000,70,-13.163,1000,253.89,,,,
72000,71,-16.345,1000,257.92,,,,
73000,72,-13.054,1000,259.63,,,,
74000,73,-13.913,1000,263.64,,,,
75000,74,-17.598,1000,265.32,,,,
76000,75,-10.569,1000,269.39,,,,
77000,76,-15.055,1000,271.07,,,,
78000,77,-16.443,1000,275.02,,,,
79000,78,-16.22,1000,276.7,,,,
80000,79,-24.32,1000,280.31,,,,
81000,80,-15.9,1000,289.03,,,,
82000,81,-13.444,1000,293.01,,,,
83000,82,-12.915,1000,294.69,,,,
84000,83,-8.971,1000,298.48,,,,
85000,84,-12.272,1000,300.12,,,,
86000,85,-13.723,1000,301.81,,,,
87000,86,-22.538,1000,305.28,,,,
88000,87,-27.165,1000,306.95,,,,
89000,88,-7.389,1000,310.92,,,,
90000,89,-12.053,1000,312.59,,,,
91000,90,-15.467,1000,323.72,,,,
92000,91,-16.805,1000,325.39,,,,
93000,92,-10.846,1000,329.42,,,,
94000,93,-6.701,1000,331.11,,,,
95000,94,-13.73,1000,335.1,,,,
96000,95,-13.043,1000,336.77,,,,
97000,96,-3.936,1000,340.75,,,,
98000,97,-12.01,1000,342.41,,,,
99000,98,-18.655,1000,346.4,,,,
100000,99,-10.268,1000,348.18,,,,
101000,100,-8.77,1000,358.91,,,,
102000,101,-13.828,1000,360.62,,,,
103000,102,-7.548,1000,364.15,,,,
104000,103,-11.875,1000,365.86,,,,
105000,104,-18.527,1000,369.74,,,,
106000,105,-13.398,1000,371.44,,,,
107000,106,-9.54,1000,375.33,,,,
108000,107,-10.498,1000,377.22,,,,
109000,108,-3.804,1000,381.64,,,,
110000,109,-11.086,1000,383.58,,,,
111000,110,-8.723,1000,395.91,,,,
112000,111,2.159,1000,397.89,,,,
113000,112,-12.893,1000,402.16,,,,
114000,113,-8.162,1000,403.96,,,,
115000,114,-8.383,1000,408.38,,,,
116000,115,-2.333,1000,410.16,,,,
117000,116,-18.53,1000,414.61,,,,
118000,117,0.11,1000,416.53,,,,
119000,118,-9.339,1000,421.04,,,,
120000,119,-9.875,1000,422.77,,,,
121000,120,-0.933,1000,434.66,,,,
122000,121,-4.563,1000,436.32,,,,
123000,122,-8.047,1000,440.26,,,,
124000,123,-3.085,1000,441.96,,,,
125000,124,-4.687,1000,445.44,,,,
126000,125,-6.391,1000,447.08,,,,
127000,126,-6.048,1000,450.96,,,,
128000,127,-8.023,1000,452.55,,,,
129000,128,-0.361,1000,454.22,,,,
130000,129,1.276,1000,458.18,,,,
131000,130,-6.615,1000,466.72,,,,
132000,131,-11.293,1000,470.79,,,,
133000,132,-8.714,1000,472.42,,,,
134000,133,-8.893,1000,476.44,,,,
135000,134,-2.578,1000,478.08,,,,
136000,135,2.647,1000,482.18,,,,
137000,136,-11.147,1000,483.81,,,,
138000,137,-7.79,1000,487.86,,,,
139000,138,-4.398,1000,489.5,,,,
140000,139,-8.109,1000,493.42,,,,
141000,140,-2.788,1000,502.56,,,,
142000,141,0.025,1000,506.44,,,,
143000,142,-2.084,1000,508.24,,,,
144000,143,-11.726,1000,512.07,,,,
145000,144,-3.028,1000,513.82,,,,
146000,145,-2.821,1000,517.81,,,,
147000,146,-12.164,1000,519.65,,,,
148000,147,-10.294,1000,523.77,,,,
149000,148,-2.037,1000,525.74,,,,
150000,149,1.729,1000,529.98,,,,
151000,150,-7.692,1000,539.72,,,,
152000,151,2.927,1000,544.18,,,,
153000,152,-6.137,1000,546.01,,,,
154000,153,-1.696,1000,550.39,,,,
155000,154,-8.954,1000,552.23,,,,
156000,155,-1.906,1000,556.14,,,,
157000,156,-10.077,1000,557.78,,,,
158000,157,1.661,1000,561.82,,,,
159000,158,5.568,1000,563.47,,,,
160000,159,4.183,1000,567.48,,,,
161000,160,-2.658,1000,576.08,,,,
162000,161,-0.425,1000,580.17,,,,
163000,162,-3.442,1000,581.82,,,,
164000,163,-2.885,1000,585.73,,,,
165000,164,-3.663,1000,587.38,,,,
166000,165,-0.465,1000,591.48,,,,
167000,166,-1.355,1000,593.15,,,,
168000,167,-6.946,1000,596.76,,,,
169000,168,1.064,1000,598.44,,,,
170000,169,4.617,1000,601.94,,,,
171000,170,-2.329,1000,610.62,,,,
172000,171,-5.332,1000,612.31,,,,
173000,172,-3.131,1000,616.02,,,,
174000,173,2.338,1000,617.68,,,,
175000,174,-0.021,1000,621.47,,,,
176000,175,-8.353,1000,623.14,,,,
177000,176,-2.63,1000,626.68,,,,
178000,177,-3.775,1000,628.38,,,,
179000,178,-3.897,1000,632.29,,,,
180000,179,3.064,1000,633.96,,,,
181000,180,-2.015,1000,644.89,,,,
182000,181,0.419,1000,646.59,,,,
183000,182,5.772,1000,650.75,,,,
184000,183,2.626,1000,652.43,,,,
185000,184,5.401,1000,656.41,,,,
186000,185,10.568,1000,658.07,,,,
187000,186,-5.138,1000,661.88,,,,
188000,187,-4.563,1000,663.54,,,,
189000,188,3.785,1000,667.48,,,,
190000,189,9.114,1000,669.15,,,,
191000,190,3.062,1000,680.03,,,,
192000,191,3.305,1000,681.69,,,,
193000,192,10.744,1000,685.19,,,,
194000,193,9.502,1000,686.87,,,,
195000,194,-1.125,1000,690.76,,,,
196000,195,13.11,1000,692.45,,,,
197000,196,19.413,1000,696.54,,,,
198000,197,3.984,1000,698.23,,,,
199000,198,15.363,1000,702.25,,,,
200000,199,2.785,1000,703.95,,,,
201000,200,1.537,1000,714.8,,,,
202000,201,6.201,1000,716.5,,,,
203000,202,6.077,1000,720.5,,,,
204000,203,11.669,1000,722.19,,,,
205000,204,12.062,1000,726.11,,,,
206000,205,2.59,1000,727.83,,,,
207000,206,-0.65,1000,731.41,,,,
208000,207,12.954,1000,733.09,,,,
209000,208,17.387,1000,737.27,,,,
210000,209,5.959,1000,739.2,,,,
211000,210,-7.42,1000,751.07,,,,
212000,211,15.73,1000,753.1,,,,
213000,212,8.246,1000,757.38,,,,
214000,213,9.695,1000,759.29,,,,
215000,214,10.508,1000,761.15,,,,
216000,215,15.296,1000,765.46,,,,
217000,216,11.067,1000,767.25,,,,
218000,217,17.747,1000,771.69,,,,
219000,218,13.319,1000,773.47,,,,
220000,219,17.284,1000,777.91,,,,
221000,220,17.095,1000,787.0,,,,
222000,221,13.848,1000,791.48,,,,
223000,222,13.083,1000,793.27,,,,
224000,223,9.126,1000,796.98,,,,
225000,224,9.67,1000,798.64,,,,
226000,225,9.515,1000,802.24,,,,
227000,226,2.538,1000,803.86,,,,
228000,227,2.253,1000,807.74,,,,
229000,228,20.146,1000,809.4,,,,
230000,229,9.225,1000,812.86,,,,
231000,230,0.497,1000,821.49,,,,
232000,231,10.543,1000,824.97,,,,
233000,232,10.33,1000,826.59,,,,
234000,233,14.951,1000,830.66,,,,
235000,234,-6.527,1000,832.29,,,,
236000,235,14.963,1000,836.33,,,,
237000,236,4.671,1000,837.98,,,,
238000,237,-4.985,1000,841.98,,,,
239000,238,15.14,1000,843.62,,,,
240000,239,13.316,1000,847.7,,,,
241000,240,12.178,1000,856.52,,,,
242000,241,-0.538,1000,860.37,,,,
243000,242,19.684,1000,862.3,,,,
244000,243,15.665,1000,866.44,,,,
245000,244,20.402,1000,868.18,,,,
246000,245,8.137,1000,872.41,,,,
247000,246,11.667,1000,874.29,,,,
248000,247,12.993,1000,878.03,,,,
249000,248,16.383,1000,879.83,,,,
250000,249,12.075,1000,883.66,,,,
251000,250,20.679,1000,892.78,,,,
252000,251,20.638,1000,897.04,,,,
253000,252,12.503,1000,899.02,,,,
254000,253,14.404,1000,903.28,,,,
255000,254,17.198,1000,905.15,,,,
256000,255,4.609,1000,906.92,,,,
257000,256,12.886,1000,911.12,,,,
258000,257,16.414,1000,912.79,,,,
259000,258,14.852,1000,916.81,,,,
260000,259,13.777,1000,918.47,,,,
261000,260,17.839,1000,928.98,,,,
262000,261,12.644,1000,930.65,,,,
263000,262,17.809,1000,934.26,,,,
264000,263,13.348,1000,935.96,,,,
265000,264,8.766,1000,939.85,,,,
266000,265,18.574,1000,941.5,,,,
267000,266,14.772,1000,945.42,,,,
268000,267,15.134,1000,947.08,,,,
269000,268,19.12,1000,950.91,,,,
270000,269,13.661,1000,952.55,,,,
271000,270,12.372,1000,963.44,,,,
272000,271,7.013,1000,965.16,,,,
273000,272,21.011,1000,969.11,,,,
274000,273,12.977,1000,970.78,,,,
275000,274,16.615,1000,974.4,,,,
276000,275,21.283,1000,976.07,,,,
277000,276,15.76,1000,979.61,,,,
278000,277,18.687,1000,981.29,,,,
279000,278,13.206,1000,985.04,,,,
280000,279,17.926,1000,986.71,,,,
281000,280,19.106,1000,997.16,,,,
282000,281,12.148,1000,998.83,,,,
283000,282,12.791,1000,1002.29,,,,
284000,283,22.815,1000,1003.96,,,,
285000,284,15.548,1000,1007.99,,,,
286000,285,16.026,1000,1009.68,,,,
287000,286,15.908,1000,1013.73,,,,
288000,287,14.843,1000,1015.42,,,,
289000,288,-0.161,1000,1019.42,,,,
290000,289,12.973,1000,1021.07,,,,
291000,290,15.763,1000,1031.99,,,,
292000,291,8.002,1000,1033.64,,,,
293000,292,17.425,1000,1037.55,,,,
294000,293,20.696,1000,1039.2,,,,
295000,294,16.402,1000,1042.83,,,,
296000,295,4.915,1000,1044.5,,,,
297000,296,12.652,1000,1048.0,,,,
298000,297,16.877,1000,1049.66,,,,
299000,298,14.833,1000,1051.35,,,,
300000,299,4.855,1000,1055.16,,,,
301000,300,18.386,1000,1063.68,,,,
302000,301,19.041,1000,1067.55,,,,
303000,302,18.975,1000,1069.25,,,,
304000,303,19.821,1000,1072.88,,,,
305000,304,15.153,1000,1074.56,,,,
306000,305,7.567,1000,1078.29,,,,
307000,306,14.124,1000,1079.98,,,,
308000,307,10.461,1000,1083.99,,,,
309000,308,15.55,1000,1085.67,,,,
310000,309,17.981,1000,1089.53,,,,
311000,310,12.221,1000,1098.43,,,,
312000,311,16.826,1000,1103.02,,,,
313000,312,12.213,1000,1104.95,,,,
314000,313,13.534,1000,1109.36,,,,
315000,314,19.736,1000,1111.15,,,,
316000,315,14.996,1000,1115.38,,,,
317000,316,10.895,1000,1117.17,,,,
318000,317,-2.249,1000,1121.36,,,,
319000,318,13.266,1000,1123.13,,,,
320000,319,19.744,1000,1127.72,,,,
321000,320,19.754,1000,1137.16,,,,
322000,321,18.674,1000,1141.71,,,,
323000,322,7.435,1000,1143.45,,,,
324000,323,13.312,1000,1147.84,,,,
325000,324,18.159,1000,1149.56,,,,
326000,325,15.795,1000,1154.1,,,,
327000,326,19.28,1000,1155.77,,,,
328000,327,19.27,1000,1159.2,,,,
329000,328,22.688,1000,1160.84,,,,
330000,329,18.954,1000,1164.67,,,,
331000,330,-1.996,1000,1173.24,,,,
332000,331,19.369,1000,1177.04,,,,
333000,332,21.682,1000,1178.74,,,,
334000,333,14.449,1000,1182.32,,,,
335000,334,21.396,1000,1184.06,,,,
336000,335,10.648,1000,1188.02,,,,
337000,336,16.844,1000,1189.67,,,,
338000,337,-1.745,1000,1193.75,,,,
339000,338,14.629,1000,1195.4,,,,
340000,339,18.395,1000,1199.44,,,,
341000,340,15.894,1000,1207.98,,,,
342000,341,18.428,1000,1209.65,,,,
343000,342,26.267,1000,1213.64,,,,
344000,343,15.422,1000,1215.45,,,,
345000,344,21.961,1000,1219.36,,,,
346000,345,23.188,1000,1221.14,,,,
347000,346,23.09,1000,1224.92,,,,
348000,347,0.453,1000,1226.71,,,,
349000,348,21.787,1000,1230.81,,,,
350000,349,-5.74,1000,1232.61,,,,
351000,350,22.148,1000,1244.23,,,,
352000,351,18.226,1000,1246.23,,,,
353000,352,17.895,1000,1250.57,,,,
354000,353,16.708,1000,1252.33,,,,
355000,354,20.762,1000,1256.7,,,,
356000,355,15.493,1000,1258.7,,,,
357000,356,-4.689,1000,1263.12,,,,
358000,357,18.425,1000,1265.32,,,,
359000,358,-2.055,1000,1269.42,,,,
360000,359,9.312,1000,1271.24,,,,
361000,360,22.705,1000,1282.42,,,,
362000,361,19.62,1000,1284.15,,,,
363000,362,21.724,1000,1288.16,,,,
364000,363,22.755,1000,1289.86,,,,
365000,364,19.25,1000,1293.36,,,,
366000,365,-3.448,1000,1295.06,,,,
367000,366,12.18,1000,1298.6,,,,
368000,367,13.298,1000,1300.33,,,,
369000,368,14.026,1000,1304.18,,,,
370000,369,20.372,1000,1305.85,,,,
371000,370,18.076,1000,1316.32,,,,
372000,371,16.716,1000,1318.02,,,,
373000,372,21.037,1000,1321.73,,,,
374000,373,14.133,1000,1323.41,,,,
375000,374,20.136,1000,1327.45,,,,
376000,375,18.447,1000,1329.16,,,,
377000,376,21.477,1000,1333.21,,,,
378000,377,0.029,1000,1334.87,,,,
379000,378,20.095,1000,1338.77,,,,
380000,379,-3.392,1000,1340.45,,,,
381000,380,16.776,1000,1351.17,,,,
382000,381,17.414,1000,1352.79,,,,
383000,382,17.402,1000,1356.65,,,,
384000,383,15.438,1000,1358.32,,,,
385000,384,18.06,1000,1359.99,,,,
386000,385,17.805,1000,1363.69,,,,
387000,386,18.274,1000,1365.35,,,,
388000,387,21.06,1000,1368.78,,,,
389000,388,23.242,1000,1370.48,,,,
390000,389,17.791,1000,1374.63,,,,
391000,390,23.926,1000,1383.26,,,,
392000,391,16.003,1000,1387.43,,,,
393000,392,23.0,1000,1389.1,,,,
394000,393,17.436,1000,1393.16,,,,
395000,394,18.08,1000,1394.83,,,,
396000,395,15.876,1000,1398.82,,,,
397000,396,15.724,1000,1400.49,,,,
398000,397,11.913,1000,1404.63,,,,
399000,398,19.615,1000,1406.3,,,,
400000,399,18.221,1000,1410.21,,,,
401000,400,18.313,1000,1418.94,,,,
402000,401,13.743,1000,1422.41,,,,
403000,402,17.976,1000,1424.09,,,,
404000,403,21.873,1000,1427.59,,,,
405000,404,12.46,1000,1429.27,,,,
406000,405,21.149,1000,1433.14,,,,
407000,406,19.863,1000,1434.8,,,,
408000,407,21.554,1000,1438.44,,,,
409000,408,21.103,1000,1440.13,,,,
410000,409,15.987,1000,1443.77,,,,
411000,410,22.192,1000,1452.4,,,,
412000,411,19.978,1000,1456.62,,,,
413000,412,19.808,1000,1458.47,,,,
414000,413,19.103,1000,1462.87,,,,
415000,414,15.013,1000,1464.69,,,,
416000,415,10.523,1000,1469.09,,,,
417000,416,21.86,1000,1471.0,,,,
418000,417,16.241,1000,1475.26,,,,
419000,418,16.8,1000,1477.2,,,,
420000,419,18.756,1000,1481.43,,,,
421000,420,17.179,1000,1490.77,,,,
422000,421,21.498,1000,1495.51,,,,
423000,422,18.363,1000,1497.51,,,,
424000,423,19.562,1000,1502.08,,,,
425000,424,20.476,1000,1504.04,,,,
426000,425,16.816,1000,1508.62,,,,
427000,426,-0.637,1000,1510.35,,,,
