timestep,episode,episode_reward,episode_length,wall_time,critic_loss,actor_loss
1000,0,-272.769,1000,0.08,,
2000,1,-292.505,1000,0.16,,
3000,2,-259.464,1000,0.23,,
4000,3,-306.657,1000,0.31,,
5000,4,-306.798,1000,0.38,,
6000,5,-324.244,1000,0.46,,
7000,6,-250.889,1000,0.54,,
8000,7,-218.988,1000,0.61,,
9000,8,-184.315,1000,0.69,,
10000,9,-436.078,1000,0.77,,
11000,10,-433.033,1000,5.91,,
12000,11,-160.888,1000,6.02,,
13000,12,-243.23,1000,6.09,,
14000,13,-441.124,1000,6.17,,
15000,14,-317.492,1000,6.25,,
16000,15,-234.099,1000,6.33,,
17000,16,-189.423,1000,6.42,,
18000,17,-251.114,1000,6.5,,
19000,18,-261.078,1000,6.58,,
20000,19,-410.291,1000,6.66,,
21000,20,-175.581,1000,11.66,,
22000,21,-223.883,1000,11.74,,
23000,22,-253.288,1000,11.82,,
24000,23,-336.25,1000,11.9,,
25000,24,-369.222,1000,12.12,1.977461,
26000,25,-338.601,1000,19.53,0.775184,-0.110928
27000,26,-472.137,1000,26.42,1.122624,-0.524086
28000,27,-392.455,1000,33.42,1.18236,-0.736433
29000,28,-423.186,1000,40.86,1.254466,-1.189438
30000,29,-492.427,1000,48.61,1.336962,-1.584294
31000,30,-355.401,1000,61.24,1.417267,-1.495203
32000,31,-497.191,1000,68.32,1.58593,-1.398688
33000,32,-481.565,1000,75.84,1.843376,-1.302128
34000,33,-663.096,1000,83.18,2.116643,-1.306924
35000,34,-537.528,1000,90.28,2.107228,-1.220381
36000,35,-295.359,1000,97.33,2.301128,-1.090283
37000,36,-233.251,1000,104.22,2.423857,-1.084279
38000,37,-368.136,1000,110.73,2.52734,-1.10578
39000,38,-453.552,1000,117.34,2.631527,-1.166184
40000,39,-344.227,1000,124.22,2.715481,-1.23795
41000,40,-449.137,1000,137.28,2.76078,-1.305467
42000,41,-329.682,1000,144.77,2.78711,-1.345917
43000,42,-182.442,1000,152.13,2.835695,-1.468559
44000,43,-624.358,1000,160.21,2.980862,-1.664172
45000,44,-262.949,1000,168.17,3.086103,-1.780863
46000,45,-365.402,1000,176.09,3.142182,-1.881965
47000,46,586.445,1000,183.54,3.286975,-2.256477
48000,47,27.412,1000,190.75,3.377808,-2.621141
49000,48,352.89,1000,198.01,3.442946,-2.939015
50000,49,49.047,1000,205.23,3.59405,-3.282575
51000,50,596.239,1000,217.32,3.627086,-3.634675
52000,51,-210.499,1000,223.93,3.662092,-3.94081
53000,52,-278.309,1000,231.24,3.745047,-3.804997
54000,53,-83.583,1000,238.13,3.803726,-3.562216
55000,54,-34.062,1000,245.2,3.878598,-3.464514
